metric,auc_static,auc_iterative
CI_e_av_body,0.519889559259638,0.5679006033336742
CI_e_av_skin,0.6915328765722466,0.6885162082012475
CI_e_mul_body,0.6292054402290623,0.6349831271091113
CI_e_mul_skin,0.7682789651293588,0.6823294815420798
Jaccard,0.33352080989876265,0.30279169649248383
LDC,0.6086511913283568,0.6456181613661929
LKS,0.6765006646896412,0.8523366397382146
LLBCe,0.40305757234891093,0.33781572757950706
LLBMEe1,0.38045812455261274,0.29062276306370793
