i,j,LLBCe,LLBMEe1
0,8,0.0042684958346634405,-3418.4695141914376
0,15,0.001483733518413104,-1391.6761758329358
0,23,0.0014038908997853676,-1024.6231382169901
0,61,0.003601268316471065,-3138.523359398527
0,64,0.001748502789692721,-1504.1935707054183
0,65,0.0014249946591770833,-1122.6400184752167
0,72,0.003343795687616867,-2993.2109826591864
0,84,0.0017146684706064032,-1347.5615622105431
0,103,0.001742196161630245,-1318.089707951237
0,114,0.0016743755157180022,-1412.0197676376351
1,14,0.000972900315036156,-712.1562810752904
1,16,0.000546603624688436,-369.7414711578519
1,18,0.0023478462542438497,-1635.8010742090107
1,19,0.0026810680875935,-2226.6222007922115
1,24,0.001825077754112801,-1074.9263022369023
1,42,0.0008304687783837935,-498.27912115849205
1,49,0.0013388572602495757,-910.6550882166807
1,53,0.0014770007228895828,-1219.9745791592325
1,70,0.001241222531559983,-861.919984404572
1,73,0.001771328178453529,-1255.1642110046632
1,107,0.002862510624241607,-1998.9538973110123
2,6,0.0012529030516454504,-974.1173764750164
2,9,0.0016106899245815732,-1411.6581124486443
2,18,0.004031662366696661,-3045.5990592350176
2,46,0.001592708226274515,-1256.9632737706377
2,58,0.0016913208267107674,-1457.7021804963597
2,59,0.0016687364463106712,-1366.599978514757
2,86,0.0019523014334048255,-1664.807193243103
2,89,0.0034043276580297344,-2707.1177848296543
2,93,0.0015175687718753772,-1212.5277556694218
2,102,0.010476378241816887,-8840.318396430053
2,105,0.002259063036756863,-1900.4892557654305
3,8,0.0019711034830791245,-1581.0787588867204
3,20,0.002189687297459187,-1837.1780188424987
3,26,0.001953794004139714,-1476.0110866563045
3,40,0.004849972600022284,-3398.9549343253375
3,44,0.0014853881965757433,-1029.681980401535
3,46,0.0024151935816637653,-1695.1009780970787
3,48,0.0013057013921541547,-912.063475872631
3,51,0.0009476402848065671,-718.7724000734855
3,56,0.0023006606141875835,-1717.8754938391546
3,89,0.0009117428962701142,-663.8528042873404
4,5,0.0007316476015895889,-404.85452142035854
4,74,0.004779266035052247,-3364.543376096837
4,77,0.0007888224925829793,-539.5532125115302
4,78,0.0006256863432994754,-315.0466199145371
4,84,0.0014736301911405748,-1100.6944232014991
4,87,0.0010695527988924657,-781.8378851647738
4,90,0.0014122700853128384,-962.4068185238108
4,102,0.0014616887976122868,-1123.2253327945189
4,103,0.0017799929298444252,-1247.9692809931682
4,109,0.0013821083800950745,-998.021045764464
4,110,0.0008995755404335353,-521.8088104771078
5,17,0.0007401979163925729,-446.26315945444964
5,23,0.0017299958330103233,-1108.9655142045915
5,77,0.0010402567477522562,-673.7476336016232
5,84,0.0013515025156998388,-1003.3052461214563
5,87,0.0014519788462398252,-1060.1411460828974
5,90,0.0012711650316494325,-816.5560344340803
5,102,0.001910377643513517,-1417.789025305926
5,104,0.002899781359568235,-1845.1089815099892
5,109,0.001139395055329538,-806.6894077141703
5,110,0.0005139219067057427,-290.2782464855687
6,9,0.0013246990071680825,-1016.6045214539829
6,12,0.0039046031775794524,-2683.9009054603425
6,31,0.0009507315503083372,-616.0341576586413
6,45,0.0023666795557246876,-1519.2176394739897
6,46,0.001257063114663524,-785.9292121751064
6,58,0.0012010592776750424,-878.4562811746453
6,59,0.000988884655486377,-688.2624843796237
6,86,0.0013356688740961532,-983.0440504242957
6,93,0.0008828792338867248,-567.2824995100244
7,12,0.0025835436941043202,-2040.6451139862504
7,35,0.0026374764388930987,-2045.1747621806792
7,51,0.003725779929866498,-2991.2063526814345
7,58,0.003266243450226379,-2685.3370896133542
7,66,0.0011065765449327027,-992.0914178782009
7,68,0.00493496556111393,-4100.1880892373165
7,69,0.0017055431876037397,-1350.8771391409125
7,75,0.0036255222613817595,-2803.6962087289876
7,96,0.0034195064046999538,-2787.6318310255697
7,104,0.0021542227034148783,-1563.1788784093112
8,13,0.0028975780623731917,-2276.079488127795
8,20,0.0021215072049670237,-1913.1697894839758
8,26,0.001236316400437696,-1074.631230215483
8,34,0.0018074214918306732,-1567.151196128806
8,48,0.0015684622355791424,-1263.0730204276754
8,51,0.0016613561268484507,-1382.256623285291
8,61,0.0024186253385988098,-2237.000994159807
8,66,0.004091622665501341,-3623.746953793467
8,100,0.0009050030852682159,-769.5991031183408
9,28,0.0012560119062070341,-1033.8956700239419
9,31,0.0013772406535883853,-1052.7820523030246
9,46,0.0017582417476289817,-1344.5293969419663
9,47,0.004297589643882249,-3723.529680279192
9,58,0.0013228484795990512,-1119.6720435387335
9,59,0.0011258444569420662,-924.7584489445604
9,70,0.00415642030930082,-3171.397942635016
9,105,0.0017700510756245497,-1487.1865515981885
9,114,0.0050092811975794085,-4258.466239719674
10,16,0.0019350468608587106,-1405.9165749197007
10,19,0.0020869360575482758,-1788.3367518527887
10,24,0.0021255304864373505,-1328.0836662969061
10,27,0.0013607943620402084,-1035.9372500940804
10,28,0.004665492459012068,-3358.099401293249
10,41,0.007481238623739496,-6347.263533731802
10,53,0.0019566711294117865,-1640.5907329586246
10,70,0.0013256636396517343,-959.4882937637375
10,99,0.00169046816736303,-1201.3273378998942
10,112,0.0014133051199599295,-1027.6674339434674
11,39,0.0010483560961450933,-807.4155310317751
11,57,0.0043612206265072,-3192.2577728201218
11,60,0.0014558864892640583,-1044.4381169255048
11,62,0.0009004529014739663,-647.1183416133899
11,69,0.002307430796978482,-1631.2389191162613
11,75,0.0009334074901634639,-636.9063873967464
11,76,0.0010676879411541417,-726.3825381807944
11,94,0.0015525810719116873,-1094.897667843158
11,95,0.0010975895449579658,-816.0944902694456
11,98,0.0010344312047856367,-757.7224257192988
12,19,0.007368941623591369,-5919.060838970141
12,35,0.0017562812642904178,-1290.7633695368156
12,65,0.0018916547088991507,-1445.6374151467337
12,66,0.001981237858394196,-1675.192291223398
12,69,0.0018715741003367968,-1407.4698667622604
12,104,0.0015100543931839238,-1070.4885084611212
12,110,0.003683783831064155,-2558.115129452309
13,24,0.002692863367518301,-1673.279835171406
13,52,0.0014059775748010578,-1077.5830220982218
13,61,0.001889145408271865,-1630.170839553171
13,72,0.003847388254449101,-3275.5136262905635
13,80,0.001291670019443383,-977.1746740793998
13,83,0.00033490294118596644,-236.77601775329487
13,91,0.0008842727898560392,-703.4911318181297
13,92,0.0006917335067333317,-523.1862314302456
13,107,0.0010014247215878545,-766.4829914170953
13,111,0.0007255905147052451,-577.1776263945022
14,16,0.0009274610389029611,-665.8901435391309
14,27,0.0015884916561745015,-1223.0811930098207
14,42,0.0005471024201674355,-360.12970658123885
14,49,0.0008452199017869865,-528.3559598446865
14,53,0.0014494176922997136,-1126.2128366966897
14,54,0.004720044166700226,-3478.995365129057
14,73,0.0018589423398110523,-1345.4203192984153
14,80,0.0015332706387779736,-1116.5678472564693
14,92,0.002188733740522219,-1513.329646967927
14,99,0.001009146821162579,-690.4487331584886
15,23,0.002601635526182368,-2253.073475967469
15,29,0.004796623600049673,-4672.7775743999555
15,59,0.004843119259263432,-4358.563795358182
15,64,0.002423381391660411,-2433.2408781023655
