i,j,LLBCe,LLBMEe1
25,106,0.0034380663407105713,-783.1906875182789
25,108,0.002545417881171057,-452.0353893384001
26,34,0.0056343190997048135,-1962.754210897116
26,48,0.003699152749699198,-825.363237057351
26,51,0.004484721631866344,-1273.757228476488
26,89,0.00506381939488135,-1456.0848136138927
26,91,0.005525890612260612,-1819.0724491813237
26,100,0.003642245916448407,-1137.0540954155247
26,107,0.008630295458128493,-2093.668165765828
26,111,0.007863119873629977,-2348.679725367769
27,53,0.003908882351330771,-1222.5033077031728
27,70,0.0031950725274211603,-692.780683943725
27,86,0.01135761272196722,-3750.240257415191
27,92,0.008851180018515915,-2306.205278106614
27,99,0.0034017239483917195,-784.9711014396548
27,112,0.005639960928288194,-1203.382569492243
28,29,0.00819932164145381,-2660.251004757139
28,31,0.0037338799317577606,-694.8404248183887
28,43,0.0034822595094365976,-667.3512605301047
28,46,0.005375782240381273,-996.9754513837441
28,56,0.005629920108141693,-1556.5096341878534
28,59,0.003175036471444755,-704.3310294318926
28,86,0.003265269640663989,-700.8734170460608
28,93,0.004865350198142405,-841.8164002595068
28,105,0.0031516799814428355,-704.1333341749238
29,32,0.0030554175769276735,-877.257356057745
29,48,0.00845444644421263,-2555.4554180180235
29,50,0.0030419271508701226,-784.4656507255869
29,52,0.008663429460733271,-3257.8826013675557
29,67,0.004073057199593237,-1536.4706996697903
29,68,0.003810160093410874,-1571.4087348192772
29,106,0.002760493186990465,-556.0088023277183
29,108,0.002975352860145487,-677.983423965336
30,33,0.002647453374616835,-652.4569756500958
30,63,0.0035770677792887023,-771.234037740578
30,74,0.009786586785312894,-2837.286068402427
30,82,0.0030710077009498417,-661.8935723094198
30,85,0.002643187440265362,-481.73425805712435
30,88,0.005061104209150422,-1643.4600311618624
30,96,0.004657728473287913,-1203.8442987041738
30,97,0.004080211760703311,-907.7446239218258
30,101,0.003892722141105195,-1549.1196898306466
30,102,0.006952273642297579,-1943.7926339382052
31,32,0.00904148266708363,-1927.6969163222843
31,43,0.0044184113548867655,-828.5510419904481
31,58,0.0032868899813384258,-750.9139767629816
31,66,0.00823717566029816,-2916.633307339624
31,86,0.002325769468626611,-411.42212203339994
31,93,0.0039734708800365365,-619.5279520709436
31,105,0.003959789541603263,-741.3782031711047
32,50,0.0032360108558238294,-637.5198701293261
32,61,0.00626811743818195,-2745.939413427271
32,67,0.003662340599246977,-976.6777946407672
32,68,0.0036990505656008393,-1180.4331763518421
32,106,0.0029774874894931387,-569.636034380273
32,108,0.001675734396322632,-238.50041590851237
33,47,0.006809971610945733,-3317.1352702283507
33,63,0.002317644059372001,-606.4591561624319
33,64,0.0058599190477135995,-2516.846893442042
33,82,0.0024447336553544267,-649.6322803990302
33,85,0.0029632847642066256,-777.3804973757601
33,88,0.0030536965536965524,-1081.0540722487665
33,96,0.002425497906718563,-751.6415983892038
33,97,0.0029380546820380517,-759.3047325589733
33,101,0.0022172221348045517,-867.9428881081466
33,113,0.006631911170075352,-2986.289994331323
34,46,0.009239629636090511,-2387.7503434978403
34,48,0.004772596144219072,-1435.524092568831
34,51,0.003984736967728709,-1115.6495411997587
34,82,0.009342935537557029,-2928.0512658074063
34,88,0.006317394737266625,-2274.7318824078516
34,89,0.003090870105398758,-721.1265270409707
34,94,0.010577324874248837,-3779.915660136676
34,100,0.0020277570776023866,-581.9240559947037
35,66,0.005356838235883595,-2061.3653167655766
35,69,0.006273618092797787,-1676.4935362876656
35,77,0.007185367174909226,-1935.1802844895724
35,104,0.003540870506675348,-710.6069075437076
35,109,0.005908083550526689,-1488.8934465375512
35,110,0.005910964514456574,-1084.7250639981662
35,111,0.012142023454664648,-4153.268060245665
36,37,0.0040417782073230895,-1872.9167131865618
36,38,0.004102814927345444,-1423.1633907264022
36,54,0.0036989309588868514,-1304.3697962993035
36,55,0.004154262757711034,-1470.571032545376
36,56,0.008360786693901768,-4518.816491086783
36,57,0.004151478711162917,-1481.13546573994
36,71,0.0039207262191528185,-1771.915412978629
36,74,0.0032375015294748817,-1080.6948002296126
36,79,0.0031702396033716895,-1335.1098004128698
36,84,0.011446272458344352,-3991.158639196019
37,38,0.004732789278918454,-2022.5830023743617
37,43,0.01287337173504822,-4158.161535005573
37,54,0.0034925092618614964,-1554.69425115523
37,57,0.003380748646420186,-1423.337140221747
37,68,0.008045944771357604,-3925.168443008443
37,71,0.0022880488630025167,-984.7909253486107
37,79,0.003919870185201824,-2091.256515881298
37,81,0.004239143750818566,-1796.554184648941
37,113,0.003233445966139201,-1478.4584514325265
38,39,0.006268205496363924,-2026.4625461814417
38,41,0.0067199335405409176,-2606.825192914896
38,55,0.0023503217495640678,-656.7779442873865
38,57,0.002787526078167098,-686.836672611521
38,62,0.006569994212088368,-2085.543831771451
38,71,0.003940725733083708,-1416.8311422608106
38,74,0.003900979950274997,-1152.701768691194
38,79,0.003723232235045871,-1328.933405972656
38,112,0.007406997411848348,-1800.4979980476517
38,113,0.0034322362667433084,-1230.7129050678182
39,40,0.004685243717713425,-1367.612997203901
39,41,0.0028915663539016982,-1007.2261442032208
39,60,0.004247731458946413,-1195.7572525335295
39,62,0.0034614927291349777,-920.8605657326676
39,64,0.008447331942615221,-3780.1632513436766
39,73,0.01627686524454025,-4614.043765654708
39,76,0.0050299895693971895,-1463.9554254193529
39,95,0.003811535282017174,-1111.6309018584564
40,41,0.004114747931279594,-1423.3038563632251
40,60,0.0040036454343093855,-1005.3012781558009
40,62,0.00377489171838326,-864.2122897933622
40,75,0.003224363396853446,-574.0569918189182
40,88,0.008166884743853612,-2312.4801181153143
40,94,0.0028608146838911817,-574.4479565585698
40,98,0.003814421674927898,-853.2634576249213
41,47,0.0076318365587964305,-4033.647492838412
41,60,0.004289790154886667,-1585.1771420236691
41,62,0.0033245969581373303,-1076.878966372725
41,69,0.006117113803761656,-2384.7388284755816
41,75,0.005467236775206187,-1697.4631578637873
41,95,0.0035367351946299324,-1318.6687002524536
41,98,0.004725822319405837,-1566.280726198514
42,49,0.002999224464156591,-397.4994275019897
42,53,0.005496508247874368,-1129.1643169032004
42,73,0.003972742943331178,-523.3532742012012
42,80,0.008131281517815806,-1393.6582237533123
42,81,0.006834678850359535,-1301.3432470390524
42,112,0.004672635880118873,-541.2309055506212
43,46,0.004226416842743844,-703.430203926558
43,48,0.007174258509367115,-1540.8385809452104
43,58,0.004563349449801169,-1190.1274395175592
43,59,0.0038376286664689686,-807.0055764056468
43,86,0.004355495493215675,-1033.8849228750473
43,93,0.0038053420078902334,-547.9122753823351
43,105,0.0040437286371437136,-884.025459848423
44,45,0.005510134993363316,-1193.019677679702
44,47,0.004487379613881141,-1918.0391328860187
44,56,0.005628667010787264,-1847.0376877964804
44,69,0.006367547627735247,-1688.5744122288281
44,94,0.007192365659328293,-1749.0296988924265
44,98,0.006926659494909873,-1628.8406900630914
44,100,0.0053172030544657925,-1705.1675677350236
45,47,0.00442595594101653,-1804.9236352464877
45,51,0.005693895041983573,-1508.3898954568367
45,56,0.0035533240975410122,-939.8723261266575
45,57,0.009679170728825714,-3214.8525480229932
45,93,0.00637068441422167,-1212.9638894703842
46,58,0.0038145193293989974,-771.9518414338281
46,59,0.0032666694011963503,-519.2780867714623
46,93,0.0031196218093147905,-396.1516780531837
47,52,0.007379038075207267,-4244.804209353513
47,56,0.004130299255718384,-2053.9332430643763
47,79,0.005961609363465131,-3692.5604854236663
47,101,0.005895510723130103,-3638.7443494129852
48,89,0.0040123640065365005,-959.9855275421859
48,100,0.0029876131822796324,-872.2691724607238
49,53,0.005151032510177733,-1263.7766151080552
49,55,0.007414824536299636,-2000.0320157128115
49,67,0.013286922887685298,-3448.378155797994
49,73,0.00493733681120251,-876.2290713726993
49,99,0.003960899165701425,-700.6228214886855
49,112,0.004628711536179069,-737.0717335619198
50,56,0.009161313678638339,-2759.5210038873442
50,67,0.003829122696744829,-914.6527483745123
50,68,0.004330261768238102,-1281.1783290578744
50,92,0.007225524545486019,-1562.6113024120557
50,106,0.003615242975829977,-566.6717279920815
50,108,0.003162785086486384,-514.1966042304375
50,111,0.007443721535563084,-2033.5125086219384
51,59,0.005824417599023474,-1547.25850390164
51,89,0.0028932006258817465,-644.245553172314
51,93,0.006261833192913816,-1214.9548426773117
51,100,0.0024761247327787683,-693.7411321435819
52,80,0.004526695844470186,-1199.738056819249
52,83,0.003693089721443551,-851.43165441406
52,91,0.003916498385935999,-1257.2836680381936
52,92,0.005133882769524479,-1227.3304115326232
52,107,0.0051435681723224986,-1185.8261981108553
52,109,0.016006607642797252,-5355.011073096862
52,111,0.003030512050714411,-850.8274672892428
53,73,0.005325589630950936,-1394.0786972262244
53,74,0.010804155844085592,-4330.318632267529
53,105,0.012910681161935745,-4337.015894415677
54,55,0.0030355165540871423,-930.2127104627657
54,71,0.0033431829287902154,-1159.6504959578197
54,74,0.002219099892089044,-568.6666230084754
54,79,0.002701094293442496,-987.5406600723167
54,81,0.0035994971076581737,-978.9058608363721
54,82,0.009713443474478367,-3267.540171574221
54,102,0.010150291707655018,-3405.4640375249655
54,113,0.0027622105284394807,-932.9806460354184
55,60,0.008502244479855035,-2872.473420978585
55,71,0.0032197232099714494,-1155.6375694332012
55,72,0.006362333293154789,-2878.8011825158414
55,74,0.00303599100304739,-899.7499647968339
55,79,0.002661362134636342,-930.970834435841
55,81,0.002513400862095179,-601.3822620408307
55,113,0.0031785002231672845,-1325.605309841351
56,59,0.005609641318820264,-1819.6850651405948
57,71,0.003823229856041024,-1412.8605313572702
57,73,0.007909982369685568,-2176.165311971405
57,74,0.003927519112341602,-1229.617030442087
57,79,0.003772784343024843,-1460.2093284325852
57,81,0.0037954492901103713,-1047.149876905619
57,113,0.003411356306733294,-1361.6749615215656
58,59,0.0028714063622297748,-707.1731950865685
58,64,0.00953947512467836,-4291.4436751561825
58,100,0.006929470383034517,-2313.561830461885
58,105,0.005651255616174473,-1683.4039836181128
59,86,0.004439862594705065,-1135.7468293152524
60,62,0.003780358388646009,-962.3410428928188
60,76,0.003982898972359954,-1028.9669324425497
60,94,0.005486730794452229,-1617.4817926860899
61,72,0.0056896078097394675,-4013.8837689797033
61,83,0.005076519127452524,-1795.3408901498262
61,92,0.005008230872199771,-2045.69147712448
61,96,0.009009332337645734,-4585.871268747207
61,99,0.008191840221227258,-3646.5857707210616
61,100,0.006325050630488729,-3222.816855685873
61,108,0.006485892013256018,-2435.0231816800692
62,72,0.007392511487357289,-3377.996814865359
62,75,0.0034893008545712405,-784.9659257182889
62,85,0.007107662583168107,-1774.6610872039996
62,98,0.004219833732615351,-1138.495627690006
63,64,0.005001411217743307,-1785.3072031823965
63,77,0.008388776688315214,-2142.499619812669
63,82,0.00402758366555299,-1124.853831774471
63,85,0.0035568804855771546,-751.754093134231
63,88,0.0049235531647773305,-1685.5903227956824
63,96,0.0040205837410806355,-1236.9774935335952
63,97,0.003126403535034201,-698.1525049241989
63,101,0.003923513896474374,-1562.7457502188672
63,114,0.006609930096073715,-2669.4728664286117
64,65,0.0027770833138856302,-861.7723590483191
64,69,0.005458378257532165,-1880.799293340834
64,84,0.004066508211730771,-1427.4124648414477
64,103,0.004380197214430489,-1223.9376531969267
64,114,0.0023849716192920595,-889.2804024505525
65,66,0.005680632256005995,-2258.108723606531
65,78,0.0076060504537331765,-1433.7569975749213
65,84,0.0043500356672399685,-1007.0166076091301
65,98,0.009103500245740657,-2473.3993712771503
65,103,0.002499299785790469,-452.7051281248413
65,114,0.0028252263903116707,-955.9551491064093
66,69,0.004846302483557385,-1729.9813142145902
66,86,0.008699011511895763,-4009.429135355385
66,97,0.007537842825987062,-2791.3195818219597
66,101,0.005808829951309816,-3330.168947648845
66,104,0.004356578378114149,-1466.1064475413862
67,68,0.00371785200996112,-1234.3137620064604
67,80,0.008688446275611364,-2465.0171817461405
67,101,0.011188904774482143,-5424.9053600028865
67,106,0.004094644135722917,-917.937610500882
67,108,0.003451365694877701,-749.978216317193
68,88,0.00922550392891305,-3906.0637032142076
68,106,0.004119130790332451,-1148.5576613434398
68,108,0.0038643543303679153,-983.6613754831436
69,98,0.0032570025305480132,-732.0550347121376
69,104,0.0034022632041109655,-702.6091063885822
70,71,0.008381095985622523,-2924.791230018838
70,99,0.00441348624171913,-750.4248923444042
70,112,0.004497011997159309,-738.2697172514376
71,81,0.0032545532781562405,-1107.6873967589909
71,96,0.007809630106507353,-3442.3801086990434
71,113,0.003036370917806492,-1291.827246267477
72,81,0.007022281994323174,-3395.9605355401864
72,83,0.007224147973036051,-2795.1000809894613
72,87,0.0075779714118115815,-3127.6703086690036
72,90,0.00794678589047064,-3186.3263707774595
72,95,0.008015905095681728,-3769.455151451499
72,111,0.006609582899771366,-3628.2205310087993
73,112,0.003596315660902018,-541.1434983649223
74,79,0.003283642448410468,-1125.3801481031778
74,81,0.003261738394304371,-910.6673624907111
74,113,0.0027090514234589256,-885.8356369275748
75,76,0.0032766065163234554,-582.7131187035392
75,82,0.006410446874897286,-1520.8988729869648
75,94,0.0038605087256594387,-853.7298236926184
75,95,0.0034311281108389785,-708.6546868132177
75,97,0.0048133049378556655,-877.839092936482
75,98,0.004108815085815949,-707.3219302672202
76,89,0.011950728548235166,-3546.191515321038
76,94,0.0026183853131884665,-562.4610493794589
76,95,0.004144186302404428,-925.0378016623033
76,98,0.004523272287268727,-1005.4922279171474
76,101,0.00668311723739405,-2515.4848318855798
77,78,0.004049025631856768,-560.2879315551484
77,87,0.0034487409636219154,-850.6015753321162
77,102,0.00446512830978174,-1003.0349957841828
77,109,0.0038474555625997928,-938.2615801598099
77,110,0.00363331481780119,-560.3704261039361
77,113,0.012124947623860247,-4365.426762431731
78,84,0.004890761879672727,-742.1828528671149
78,87,0.0038448336924815905,-762.5449125527323
78,90,0.003799502872933734,-616.8794022727494
78,102,0.005626129646789013,-973.8790939357891
78,109,0.004425942440366832,-660.3423593955475
78,110,0.002906167011084826,-231.11334548179642
79,80,0.009759652137014184,-3728.1810003951955
79,81,0.002470815461354604,-819.8617603538794
79,87,0.009614523703456695,-4017.5923482208964
79,99,0.007314263692345409,-2423.623601026316
80,83,0.0029433663734934144,-530.2390315112998
80,91,0.0047149710631269335,-1305.3718363318685
80,92,0.002668358166478467,-503.22036821412365
80,107,0.004255589024053495,-865.6381869800402
80,111,0.004248435996484703,-1175.3399319450034
81,113,0.0029514539516554018,-1058.6812422420269
82,85,0.0032496166910342414,-684.1278903099454
82,88,0.0025333972134567373,-658.6991117906543
82,96,0.002692422246596037,-740.0298298564659
82,97,0.0027596579645759968,-575.4627024530882
82,101,0.002910391590064912,-1068.7515419368128
83,91,0.0031098836823321213,-650.5253889544774
83,92,0.0024541399279344772,-370.8835834509709
83,107,0.003413515519527833,-581.4044549242827
83,111,0.002971420881029006,-619.7393650699648
84,103,0.0022956274033330386,-346.8023935816595
84,114,0.004424019981139366,-1593.8113945784096
85,87,0.0064499894906684474,-1705.4572584872653
85,88,0.004706950348084905,-1305.1035879855574
85,90,0.007002780435477619,-1635.1739318064556
85,96,0.0034864978741565296,-999.1962687382813
85,97,0.0030711041726632178,-555.5830824375328
85,101,0.00409691475466505,-1368.3045919761391
86,93,0.0043179863786524985,-887.0674691790437
86,105,0.0029982996843247074,-783.0774441156394
87,90,0.0017131843566269794,-398.6965228124662
87,102,0.004641719365191412,-1381.0307923645055
87,110,0.004275568888017128,-988.172591345681
88,96,0.002721260760193709,-974.153992543429
88,97,0.003340542357955293,-923.4722776924569
88,100,0.006807993718581462,-2731.332768103636
88,101,0.0025935671483616686,-995.6336355897527
89,93,0.007652269660790377,-1410.1576810288252
89,100,0.0031349427638463845,-860.7446139588561
90,94,0.012357081216362665,-3494.5621365786615
90,102,0.0054767815961244285,-1444.3041614924086
90,109,0.0031523095511190747,-761.387904053224
90,110,0.00408528919933054,-807.1842101084725
91,92,0.003933978340583087,-908.119624278991
91,107,0.0035708905733745004,-745.2819979063436
91,111,0.0030939553998245235,-907.2370506672977
92,107,0.002716574319366952,-470.2546503891383
92,111,0.003412401144128395,-862.8710580028936
93,105,0.005514705694843538,-1023.6891391320188
94,95,0.003545448612318082,-1035.3369341353132
94,98,0.00362214254368437,-804.9743128581134
95,97,0.006312290055769886,-1618.7574533737131
95,98,0.003227592961977197,-737.6697807142222
95,114,0.0076548645184863024,-2941.6586836888387
96,97,0.0033109689455843297,-835.2394379467773
96,101,0.0023731637446915226,-1031.6596785040995
97,101,0.0027638410178296947,-779.7836666974661
98,104,0.0072732943598043795,-1785.9633941766174
99,112,0.0038527376762670876,-516.1795620764732
102,109,0.005261033870468192,-1592.4626396926487
103,104,0.004861972065208371,-905.0727516905715
103,110,0.0067007914445802634,-859.3985316776059
103,114,0.004914974205963758,-1454.8370919793433
105,108,0.007890913016871039,-1789.9824160976493
106,107,0.0074395128595097304,-1739.2208487908895
106,108,0.002859830965891572,-419.8671643819349
107,111,0.003977605433972313,-907.4380526107062
109,110,0.003725635569069912,-618.9866623060783
112,113,0.008785766049491541,-2913.2278278704134
