i,j,LDC,Jaccard,LKS,CI_e_av_skin,CI_e_mul_skin,CI_e_av_body,CI_e_mul_body,LLBCe,LLBMEe1
107,148,2,0.0,1,5.0,0,8.0,0,0.3333333333333333,-3.58351893845611
108,134,2,0.0,1,6.5,0,11.0,0,0.3333333333333333,-3.58351893845611
109,110,3,0.0,2,7.0,0,20.0,0,0.25,-13.17097631246573
110,111,12,0.0,4,20.5,378,59.0,3120,0.2619047619047619,-102.67661809495662
110,112,9,0.0,4,9.0,56,34.0,1120,0.24444444444444444,-42.884474003286364
111,116,8,0.0,4,23.5,540,58.0,2964,0.23333333333333334,-60.48763579650732
111,117,12,0.0,4,19.5,324,59.0,3120,0.25,-94.08026716229779
112,118,9,0.2,4,4.0,16,28.0,784,0.15,-16.21403214761684
112,119,9,0.2,4,5.0,24,26.0,672,0.175,-17.0898067290523
117,118,9,0.0,4,8.0,48,34.0,1120,0.14444444444444443,-23.170799299775695
117,120,6,0.0,4,8.0,48,27.5,600,0.16666666666666666,-16.387748715416713
118,119,9,0.2,4,5.0,24,26.0,672,0.1,-9.832649229250029
119,120,6,0.0,4,5.0,24,19.5,360,0.15,-9.449648860143748
122,123,6,0.0,4,19.5,374,39.0,1400,0.275,-30.17778210200945
122,124,6,0.0,4,16.5,242,35.0,1000,0.3,-35.63312758101411
124,149,6,0.0,4,18.5,286,31.0,840,0.3,-28.09278736274532
128,129,6,0.0,4,3.5,12,13.0,144,0.175,-12.542316284596385
128,130,3,0.0,2,2.0,0,9.0,0,0.25,-9.13356731317027
129,131,4,0.0,4,2.5,6,9.0,80,0.16666666666666666,-5.011051873981472
132,133,4,0.0,1,3.0,5,6.5,36,0.3333333333333333,-11.090354888959125
133,142,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
135,144,4,0.0,1,5.5,30,11.0,112,0.3333333333333333,-9.939626599152001
137,138,4,0.0,1,3.0,5,6.5,36,0.3333333333333333,-11.090354888959125
137,139,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
138,140,4,0.0,1,8.5,60,14.5,180,0.3333333333333333,-11.090354888959125
139,151,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
142,154,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
143,144,2,0.0,1,2.5,0,4.0,0,0.3333333333333333,-2.772588722239781
146,147,4,0.0,1,7.5,50,12.0,119,0.3333333333333333,-8.317766166719343
147,155,2,0.0,1,2.5,0,3.5,0,0.3333333333333333,-2.772588722239781
149,150,3,0.0,2,13.0,0,21.0,0,0.25,-10.75055681536833
152,153,2,0.0,1,3.5,0,7.0,0,0.3333333333333333,-2.772588722239781
