Fraction_Removed,RGC
0.0,1.0
0.005263157894736842,0.9935897435897436
0.010526315789473684,0.9871794871794872
0.015789473684210527,0.9807692307692307
0.021052631578947368,0.9743589743589743
0.02631578947368421,0.967948717948718
0.031578947368421054,0.9615384615384616
0.03684210526315789,0.9551282051282052
0.042105263157894736,0.9358974358974359
0.04736842105263158,0.9358974358974359
0.05263157894736842,0.9358974358974359
0.05789473684210526,0.9294871794871795
0.06315789473684211,0.9230769230769231
0.06842105263157895,0.9166666666666666
0.07368421052631578,0.9166666666666666
0.07894736842105263,0.9102564102564102
0.08421052631578947,0.9038461538461539
0.08947368421052632,0.9038461538461539
0.09473684210526316,0.8974358974358975
0.09999999999999999,0.8974358974358975
0.10526315789473684,0.8974358974358975
0.11052631578947368,0.8910256410256411
0.11578947368421053,0.8910256410256411
0.12105263157894737,0.8846153846153846
0.12631578947368421,0.8846153846153846
0.13157894736842105,0.8653846153846154
0.1368421052631579,0.8525641025641025
0.14210526315789473,0.8525641025641025
0.14736842105263157,0.8461538461538461
0.15263157894736842,0.8397435897435898
0.15789473684210525,0.8333333333333334
0.1631578947368421,0.8269230769230769
0.16842105263157894,0.8269230769230769
0.17368421052631577,0.8269230769230769
0.17894736842105263,0.8269230769230769
0.18421052631578946,0.8205128205128205
0.18947368421052632,0.782051282051282
0.19473684210526315,0.782051282051282
0.19999999999999998,0.782051282051282
0.20526315789473684,0.782051282051282
0.21052631578947367,0.782051282051282
0.21578947368421053,0.782051282051282
0.22105263157894736,0.7756410256410257
0.2263157894736842,0.7756410256410257
0.23157894736842105,0.7756410256410257
0.23684210526315788,0.7692307692307693
0.24210526315789474,0.7692307692307693
0.24736842105263157,0.7628205128205128
0.25263157894736843,0.7564102564102564
0.25789473684210523,0.75
0.2631578947368421,0.75
0.26842105263157895,0.7435897435897436
0.2736842105263158,0.7371794871794872
0.2789473684210526,0.7307692307692307
0.28421052631578947,0.7243589743589743
0.2894736842105263,0.717948717948718
0.29473684210526313,0.7115384615384616
0.3,0.7051282051282052
0.30526315789473685,0.6987179487179487
0.31052631578947365,0.6987179487179487
0.3157894736842105,0.6923076923076923
0.32105263157894737,0.6858974358974359
0.3263157894736842,0.6794871794871795
0.33157894736842103,0.6730769230769231
0.3368421052631579,0.6666666666666666
0.34210526315789475,0.6602564102564102
0.34736842105263155,0.6538461538461539
0.3526315789473684,0.6474358974358975
0.35789473684210527,0.6346153846153846
0.3631578947368421,0.6346153846153846
0.3684210526315789,0.6282051282051282
0.3736842105263158,0.6282051282051282
0.37894736842105264,0.6217948717948718
0.38421052631578945,0.5576923076923077
0.3894736842105263,0.5576923076923077
0.39473684210526316,0.5576923076923077
0.39999999999999997,0.5576923076923077
0.4052631578947368,0.5576923076923077
0.4105263157894737,0.5576923076923077
0.41578947368421054,0.5576923076923077
0.42105263157894735,0.5512820512820513
0.4263157894736842,0.5448717948717948
0.43157894736842106,0.5448717948717948
0.43684210526315786,0.5384615384615384
0.4421052631578947,0.5384615384615384
0.4473684210526316,0.532051282051282
0.4526315789473684,0.5256410256410257
0.45789473684210524,0.5192307692307693
0.4631578947368421,0.5128205128205128
0.46842105263157896,0.5064102564102564
0.47368421052631576,0.5064102564102564
0.4789473684210526,0.5
0.4842105263157895,0.4935897435897436
0.4894736842105263,0.48717948717948717
0.49473684210526314,0.4807692307692308
0.5,0.47435897435897434
0.5052631578947369,0.47435897435897434
0.5105263157894737,0.46794871794871795
0.5157894736842105,0.46794871794871795
0.5210526315789473,0.46153846153846156
0.5263157894736842,0.4551282051282051
0.531578947368421,0.44871794871794873
0.5368421052631579,0.4423076923076923
0.5421052631578948,0.4423076923076923
0.5473684210526316,0.4423076923076923
0.5526315789473684,0.4358974358974359
0.5578947368421052,0.42948717948717946
0.5631578947368421,0.2692307692307692
0.5684210526315789,0.2692307692307692
0.5736842105263158,0.2692307692307692
0.5789473684210527,0.2692307692307692
0.5842105263157895,0.2692307692307692
0.5894736842105263,0.2692307692307692
0.5947368421052631,0.26282051282051283
0.6,0.2564102564102564
0.6052631578947368,0.25
0.6105263157894737,0.24358974358974358
0.6157894736842106,0.23717948717948717
0.6210526315789473,0.23076923076923078
0.6263157894736842,0.21153846153846154
0.631578947368421,0.20512820512820512
0.6368421052631579,0.1987179487179487
0.6421052631578947,0.19230769230769232
0.6473684210526316,0.1858974358974359
0.6526315789473685,0.1794871794871795
0.6578947368421052,0.17307692307692307
0.6631578947368421,0.16666666666666666
0.6684210526315789,0.16666666666666666
0.6736842105263158,0.14102564102564102
0.6789473684210526,0.14102564102564102
0.6842105263157895,0.14102564102564102
0.6894736842105263,0.14102564102564102
0.6947368421052631,0.14102564102564102
0.7,0.14102564102564102
0.7052631578947368,0.14102564102564102
0.7105263157894737,0.14102564102564102
0.7157894736842105,0.14102564102564102
0.7210526315789474,0.14102564102564102
0.7263157894736842,0.14102564102564102
0.731578947368421,0.14102564102564102
0.7368421052631579,0.14102564102564102
0.7421052631578947,0.14102564102564102
0.7473684210526316,0.14102564102564102
0.7526315789473684,0.14102564102564102
0.7578947368421053,0.14102564102564102
0.763157894736842,0.14102564102564102
0.7684210526315789,0.1346153846153846
0.7736842105263158,0.1346153846153846
0.7789473684210526,0.1282051282051282
0.7842105263157895,0.1282051282051282
0.7894736842105263,0.12179487179487179
0.7947368421052632,0.11538461538461539
0.7999999999999999,0.10897435897435898
0.8052631578947368,0.10256410256410256
0.8105263157894737,0.09615384615384616
0.8157894736842105,0.09615384615384616
0.8210526315789474,0.08974358974358974
0.8263157894736842,0.08333333333333333
0.8315789473684211,0.07692307692307693
0.8368421052631578,0.07051282051282051
0.8421052631578947,0.0641025641025641
0.8473684210526315,0.057692307692307696
0.8526315789473684,0.05128205128205128
0.8578947368421053,0.04487179487179487
0.8631578947368421,0.038461538461538464
0.868421052631579,0.03205128205128205
0.8736842105263157,0.03205128205128205
0.8789473684210526,0.02564102564102564
0.8842105263157894,0.02564102564102564
0.8894736842105263,0.02564102564102564
0.8947368421052632,0.02564102564102564
0.9,0.02564102564102564
0.9052631578947368,0.019230769230769232
0.9105263157894736,0.019230769230769232
0.9157894736842105,0.019230769230769232
0.9210526315789473,0.019230769230769232
0.9263157894736842,0.019230769230769232
0.9315789473684211,0.019230769230769232
0.9368421052631579,0.019230769230769232
0.9421052631578947,0.019230769230769232
0.9473684210526315,0.019230769230769232
0.9526315789473684,0.019230769230769232
0.9578947368421052,0.019230769230769232
0.9631578947368421,0.019230769230769232
0.968421052631579,0.019230769230769232
0.9736842105263158,0.019230769230769232
0.9789473684210526,0.019230769230769232
0.9842105263157894,0.019230769230769232
0.9894736842105263,0.019230769230769232
0.9947368421052631,0.01282051282051282
1.0,0.00641025641025641
