metric,auc_static,auc_iterative
CI_e_av_body,0.26850539811066126,0.18453103913630228
CI_e_av_skin,0.2760290148448043,0.1960695006747638
CI_e_mul_body,0.2512651821862348,0.18969298245614036
CI_e_mul_skin,0.2555836707152497,0.19782388663967607
Jaccard,0.4490047233468286,0.44876855600539806
LDC,0.2268387314439946,0.22488191632928473
LKS,0.37397098515519567,0.41968623481781375
LLBCe,0.31152159244264505,0.3052125506072874
LLBMEe1,0.19326923076923075,0.18203441295546557
