Fraction_Removed,RGC
0.0,1.0
0.00036469730123997083,1.0
0.0007293946024799417,1.0
0.0010940919037199124,1.0
0.0014587892049598833,1.0
0.0018234865061998542,1.0
0.002188183807439825,1.0
0.002552881108679796,1.0
0.0029175784099197666,1.0
0.0032822757111597373,1.0
0.0036469730123997084,1.0
0.0040116703136396795,1.0
0.00437636761487965,1.0
0.004741064916119621,1.0
0.005105762217359592,1.0
0.005470459518599562,1.0
0.005835156819839533,1.0
0.006199854121079504,1.0
0.006564551422319475,1.0
0.006929248723559446,1.0
0.007293946024799417,1.0
0.007658643326039387,1.0
0.008023340627279359,1.0
0.008388037928519328,1.0
0.0087527352297593,1.0
0.00911743253099927,1.0
0.009482129832239242,1.0
0.009846827133479213,1.0
0.010211524434719184,1.0
0.010576221735959153,1.0
0.010940919037199124,1.0
0.011305616338439095,1.0
0.011670313639679067,1.0
0.012035010940919038,1.0
0.012399708242159009,1.0
0.01276440554339898,1.0
0.01312910284463895,1.0
0.01349380014587892,1.0
0.013858497447118891,1.0
0.014223194748358862,1.0
0.014587892049598834,1.0
0.014952589350838805,1.0
0.015317286652078774,1.0
0.015681983953318747,1.0
0.016046681254558718,1.0
0.016411378555798686,1.0
0.016776075857038657,1.0
0.017140773158278628,1.0
0.0175054704595186,1.0
0.01787016776075857,1.0
0.01823486506199854,1.0
0.018599562363238512,1.0
0.018964259664478483,1.0
0.019328956965718454,1.0
0.019693654266958426,1.0
0.020058351568198397,1.0
0.020423048869438368,1.0
0.02078774617067834,1.0
0.021152443471918306,1.0
0.021517140773158278,1.0
0.02188183807439825,1.0
0.02224653537563822,1.0
0.02261123267687819,1.0
0.022975929978118162,1.0
0.023340627279358133,1.0
0.023705324580598104,1.0
0.024070021881838075,1.0
0.024434719183078046,1.0
0.024799416484318017,1.0
0.02516411378555799,1.0
0.02552881108679796,1.0
0.025893508388037927,1.0
0.0262582056892779,1.0
0.02662290299051787,1.0
0.02698760029175784,1.0
0.02735229759299781,1.0
0.027716994894237783,1.0
0.028081692195477754,1.0
0.028446389496717725,1.0
0.028811086797957696,1.0
0.029175784099197667,1.0
0.02954048140043764,1.0
0.02990517870167761,1.0
0.03026987600291758,1.0
0.030634573304157548,1.0
0.03099927060539752,1.0
0.031363967906637494,1.0
0.03172866520787746,1.0
0.032093362509117436,1.0
0.032458059810357404,1.0
0.03282275711159737,1.0
0.033187454412837346,1.0
0.03355215171407731,1.0
0.03391684901531729,1.0
0.034281546316557256,1.0
0.03464624361779723,1.0
0.0350109409190372,1.0
0.03537563822027717,1.0
0.03574033552151714,1.0
0.036105032822757115,1.0
0.03646973012399708,1.0
0.03683442742523706,1.0
0.037199124726477024,1.0
0.03756382202771699,1.0
0.03792851932895697,1.0
0.038293216630196934,1.0
0.03865791393143691,1.0
0.039022611232676876,1.0
0.03938730853391685,1.0
0.03975200583515682,1.0
0.04011670313639679,1.0
0.04048140043763676,1.0
0.040846097738876735,1.0
0.0412107950401167,1.0
0.04157549234135668,1.0
0.041940189642596645,1.0
0.04230488694383661,1.0
0.04266958424507659,1.0
0.043034281546316555,1.0
0.04339897884755653,1.0
0.0437636761487965,1.0
0.04412837345003647,1.0
0.04449307075127644,1.0
0.044857768052516414,1.0
0.04522246535375638,1.0
0.045587162654996356,1.0
0.045951859956236324,1.0
0.0463165572574763,1.0
0.046681254558716266,1.0
0.047045951859956234,1.0
0.04741064916119621,1.0
0.047775346462436176,1.0
0.04814004376367615,1.0
0.04850474106491612,1.0
0.04886943836615609,1.0
0.04923413566739606,1.0
0.049598832968636035,1.0
0.049963530269876,1.0
0.05032822757111598,1.0
0.050692924872355945,1.0
0.05105762217359592,1.0
0.05142231947483589,1.0
0.051787016776075855,1.0
0.05215171407731583,1.0
0.0525164113785558,1.0
0.05288110867979577,1.0
0.05324580598103574,1.0
0.053610503282275714,1.0
0.05397520058351568,1.0
0.054339897884755656,1.0
0.05470459518599562,1.0
0.0550692924872356,1.0
0.055433989788475566,1.0
0.05579868708971554,1.0
0.05616338439095551,1.0
0.056528081692195475,1.0
0.05689277899343545,1.0
0.05725747629467542,1.0
0.05762217359591539,1.0
0.05798687089715536,1.0
0.058351568198395334,1.0
0.0587162654996353,1.0
0.05908096280087528,1.0
0.059445660102115244,1.0
0.05981035740335522,1.0
0.060175054704595186,1.0
0.06053975200583516,1.0
0.06090444930707513,1.0
0.061269146608315096,1.0
0.06163384390955507,1.0
0.06199854121079504,1.0
0.06236323851203501,1.0
0.06272793581327499,1.0
0.06309263311451495,1.0
0.06345733041575492,1.0
0.0638220277169949,1.0
0.06418672501823487,1.0
0.06455142231947483,1.0
0.06491611962071481,1.0
0.06528081692195478,1.0
0.06564551422319474,1.0
0.06601021152443472,1.0
0.06637490882567469,1.0
0.06673960612691467,1.0
0.06710430342815463,1.0
0.0674690007293946,1.0
0.06783369803063458,1.0
0.06819839533187455,1.0
0.06856309263311451,1.0
0.06892778993435449,1.0
0.06929248723559446,1.0
0.06965718453683444,1.0
0.0700218818380744,1.0
0.07038657913931437,1.0
0.07075127644055434,1.0
0.0711159737417943,1.0
0.07148067104303428,1.0
0.07184536834427425,1.0
0.07221006564551423,1.0
0.07257476294675419,1.0
0.07293946024799416,1.0
0.07330415754923414,1.0
0.07366885485047411,1.0
0.07403355215171407,1.0
0.07439824945295405,1.0
0.07476294675419402,1.0
0.07512764405543398,1.0
0.07549234135667396,1.0
0.07585703865791393,1.0
0.07622173595915391,1.0
0.07658643326039387,1.0
0.07695113056163384,1.0
0.07731582786287382,1.0
0.07768052516411379,1.0
0.07804522246535375,1.0
0.07840991976659373,1.0
0.0787746170678337,1.0
0.07913931436907368,1.0
0.07950401167031364,1.0
0.07986870897155361,1.0
0.08023340627279359,1.0
0.08059810357403355,1.0
0.08096280087527352,1.0
0.0813274981765135,1.0
0.08169219547775347,1.0
0.08205689277899343,1.0
0.0824215900802334,1.0
0.08278628738147338,1.0
0.08315098468271336,1.0
0.08351568198395332,1.0
0.08388037928519329,1.0
0.08424507658643327,1.0
0.08460977388767323,1.0
0.0849744711889132,1.0
0.08533916849015317,1.0
0.08570386579139315,1.0
0.08606856309263311,1.0
0.08643326039387308,1.0
0.08679795769511306,1.0
0.08716265499635303,1.0
0.087527352297593,1.0
0.08789204959883297,1.0
0.08825674690007294,1.0
0.08862144420131292,1.0
0.08898614150255288,1.0
0.08935083880379285,1.0
0.08971553610503283,1.0
0.09008023340627279,1.0
0.09044493070751276,1.0
0.09080962800875274,1.0
0.09117432530999271,1.0
0.09153902261123267,1.0
0.09190371991247265,1.0
0.09226841721371262,1.0
0.0926331145149526,1.0
0.09299781181619256,1.0
0.09336250911743253,1.0
0.0937272064186725,1.0
0.09409190371991247,1.0
0.09445660102115244,1.0
0.09482129832239242,1.0
0.09518599562363239,1.0
0.09555069292487235,1.0
0.09591539022611233,1.0
0.0962800875273523,1.0
0.09664478482859228,1.0
0.09700948212983224,1.0
0.09737417943107221,1.0
0.09773887673231219,1.0
0.09810357403355215,1.0
0.09846827133479212,1.0
0.0988329686360321,1.0
0.09919766593727207,1.0
0.09956236323851203,1.0
0.099927060539752,1.0
0.10029175784099198,1.0
0.10065645514223195,1.0
0.10102115244347191,1.0
0.10138584974471189,1.0
0.10175054704595186,1.0
0.10211524434719184,1.0
0.1024799416484318,1.0
0.10284463894967177,1.0
0.10320933625091175,1.0
0.10357403355215171,1.0
0.10393873085339168,1.0
0.10430342815463166,1.0
0.10466812545587163,1.0
0.1050328227571116,1.0
0.10539752005835157,1.0
0.10576221735959154,1.0
0.10612691466083152,1.0
0.10649161196207148,1.0
0.10685630926331145,1.0
0.10722100656455143,1.0
0.10758570386579139,1.0
0.10795040116703136,1.0
0.10831509846827134,1.0
0.10867979576951131,1.0
0.10904449307075127,1.0
0.10940919037199125,1.0
0.10977388767323122,1.0
0.1101385849744712,1.0
0.11050328227571116,1.0
0.11086797957695113,1.0
0.1112326768781911,1.0
0.11159737417943108,1.0
0.11196207148067104,1.0
0.11232676878191102,1.0
0.11269146608315099,1.0
0.11305616338439095,1.0
0.11342086068563093,1.0
0.1137855579868709,1.0
0.11415025528811087,1.0
0.11451495258935084,1.0
0.11487964989059081,1.0
0.11524434719183078,1.0
0.11560904449307076,1.0
0.11597374179431072,1.0
0.1163384390955507,1.0
0.11670313639679067,1.0
0.11706783369803063,1.0
0.1174325309992706,1.0
0.11779722830051058,1.0
0.11816192560175055,1.0
0.11852662290299051,1.0
0.11889132020423049,1.0
0.11925601750547046,1.0
0.11962071480671044,1.0
0.1199854121079504,1.0
0.12035010940919037,1.0
0.12071480671043035,1.0
0.12107950401167032,1.0
0.12144420131291028,1.0
0.12180889861415026,1.0
0.12217359591539023,1.0
0.12253829321663019,1.0
0.12290299051787017,1.0
0.12326768781911014,1.0
0.12363238512035012,1.0
0.12399708242159008,1.0
0.12436177972283005,1.0
0.12472647702407003,1.0
0.12509117432531,1.0
0.12545587162654998,1.0
0.12582056892778995,1.0
0.1261852662290299,1.0
0.12654996353026987,1.0
0.12691466083150985,1.0
0.12727935813274982,1.0
0.1276440554339898,1.0
0.12800875273522977,1.0
0.12837345003646974,1.0
0.1287381473377097,1.0
0.12910284463894967,1.0
0.12946754194018964,1.0
0.12983223924142961,1.0
0.1301969365426696,1.0
0.13056163384390956,1.0
0.13092633114514954,1.0
0.13129102844638948,1.0
0.13165572574762946,1.0
0.13202042304886943,1.0
0.1323851203501094,1.0
0.13274981765134938,1.0
0.13311451495258936,1.0
0.13347921225382933,1.0
0.1338439095550693,1.0
0.13420860685630925,1.0
0.13457330415754923,1.0
0.1349380014587892,1.0
0.13530269876002918,1.0
0.13566739606126915,1.0
0.13603209336250913,1.0
0.1363967906637491,1.0
0.13676148796498905,1.0
0.13712618526622902,1.0
0.137490882567469,1.0
0.13785557986870897,1.0
0.13822027716994895,1.0
0.13858497447118892,1.0
0.1389496717724289,1.0
0.13931436907366887,1.0
0.13967906637490882,1.0
0.1400437636761488,1.0
0.14040846097738877,1.0
0.14077315827862874,1.0
0.14113785557986872,1.0
0.1415025528811087,1.0
0.14186725018234866,1.0
0.1422319474835886,1.0
0.14259664478482859,1.0
0.14296134208606856,1.0
0.14332603938730853,1.0
0.1436907366885485,1.0
0.14405543398978848,1.0
0.14442013129102846,1.0
0.1447848285922684,1.0
0.14514952589350838,1.0
0.14551422319474835,1.0
0.14587892049598833,1.0
0.1462436177972283,1.0
0.14660831509846828,1.0
0.14697301239970825,1.0
0.14733770970094823,1.0
0.14770240700218817,1.0
0.14806710430342815,1.0
0.14843180160466812,1.0
0.1487964989059081,1.0
0.14916119620714807,1.0
0.14952589350838805,1.0
0.14989059080962802,1.0
0.15025528811086797,1.0
0.15061998541210794,1.0
0.15098468271334792,1.0
0.1513493800145879,1.0
0.15171407731582787,1.0
0.15207877461706784,1.0
0.15244347191830782,1.0
0.1528081692195478,1.0
0.15317286652078774,1.0
0.1535375638220277,1.0
0.1539022611232677,1.0
0.15426695842450766,1.0
0.15463165572574764,1.0
0.1549963530269876,1.0
0.15536105032822758,1.0
0.15572574762946753,1.0
0.1560904449307075,1.0
0.15645514223194748,1.0
0.15681983953318746,1.0
0.15718453683442743,1.0
0.1575492341356674,1.0
0.15791393143690738,1.0
