metric,auc_static,auc_iterative
CI_e_av_body,0.8790043026913924,0.9332484214869335
CI_e_av_skin,0.6905478932284184,0.6811541748631464
CI_e_mul_body,0.9148698877911132,0.9306163384390955
CI_e_mul_skin,0.7659536650236869,0.8115150410008178
Jaccard,0.6352299434903373,0.40481492532914853
LDC,0.9139249902379005,0.9356042187004988
LKS,0.868035755070766,0.9376818881742295
LLBCe,0.5850214397807396,0.4189681276661583
LLBMEe1,0.7700574306154175,0.43387466937795166
