metric,auc_static,auc_iterative
CI_e_av_body,0.6349665246500305,0.6361838101034692
CI_e_av_skin,0.6071718401298437,0.5699431933455061
CI_e_mul_body,0.6279671332927571,0.6301988232907283
CI_e_mul_skin,0.6084905660377359,0.5959119496855346
Jaccard,0.4462872793670116,0.3779164130655306
LDC,0.6750355041590586,0.6570805437208359
LKS,0.6693548387096775,0.8101541894907689
LLBCe,0.45480827754108333,0.32364576993304933
LLBMEe1,0.6097078514911747,0.42975248529113413
