metric,auc_static,auc_iterative
CI_e_av_body,0.6898234454700024,0.6470328819528783
CI_e_av_skin,0.7054355416565461,0.6446843879038135
CI_e_mul_body,0.6954646890940005,0.646296605538013
CI_e_mul_skin,0.7039584345397134,0.6377330276900657
Jaccard,0.4427624787466602,0.3829115557444741
LDC,0.6968552647558901,0.6543121508379889
LKS,0.6939526657760505,0.7101461926159826
LLBCe,0.41085210711683273,0.3979574022346369
LLBMEe1,0.6204464719455915,0.522594577362157
