i,j,LDC,Jaccard,LKS,CI_e_av_skin,CI_e_mul_skin,CI_e_av_body,CI_e_mul_body,LLBCe,LLBMEe1
91,100,70,0.0,16,9061.5,78184440,12813.0,151831800,0.15469187675070029,-2053.344970546293
91,132,20,0.09090909090909091,8,5835.0,6923961,8529.0,11950632,0.08181818181818182,-313.55253060448354
91,174,50,0.07142857142857142,16,7803.5,50400252,11439.0,106967952,0.13795787545787547,-1096.023008630553
91,264,100,0.0,24,8892.0,74440863,16582.5,274913514,0.15071532999164577,-3319.4803622778545
91,112,150,0.0,20,9805.5,94616424,22058.0,453699540,0.1238207671957672,-6235.076951095384
91,176,100,0.05263157894736842,20,11016.0,121351527,15961.5,254636622,0.12295321637426902,-2552.3466822191617
91,291,40,0.0,16,7342.5,40218606,10480.5,75671010,0.1274356595785167,-940.8324212792735
92,133,20,0.0,12,2333.0,5425200,2728.5,7426080,0.19560185185185183,-242.7994073586566
93,118,121,0.047619047619047616,20,10315.0,106396200,17875.0,319494600,0.13336262282690853,-3698.819034086662
93,113,121,0.047619047619047616,16,9580.0,91152300,18480.0,340947900,0.11079570328519907,-3208.485511783002
93,133,44,0.07142857142857142,12,6418.0,25572420,10297.5,50796450,0.07619047619047618,-574.3301380375375
93,138,44,0.0,16,6920.5,35994270,11385.0,89359200,0.10906651549508693,-1004.1143052454127
93,134,33,0.07692307692307693,12,5911.0,15057240,9700.0,29609100,0.07873931623931622,-476.3188546411505
93,271,44,0.0,16,6641.5,30207810,11212.5,83242350,0.13032592164171108,-1196.1229046350547
93,164,242,0.0,32,11033.5,121297890,29361.0,726788160,0.10077810831542275,-10639.641823606995
93,291,44,0.0,16,7006.0,37767540,11182.5,82178550,0.12037603930461072,-1086.5688257605507
93,249,33,0.0,12,6135.0,19703000,9986.0,39750660,0.09331501831501832,-664.7612347755227
93,109,99,0.0,16,9753.0,94740320,15861.0,248078160,0.11994778613199664,-2710.686580788957
94,100,21,0.0,12,4803.0,17884080,6238.0,29536800,0.13271604938271606,-294.3024668015029
94,166,45,0.0,18,5309.0,20440392,15385.0,87638544,0.09636373067745618,-1676.0938242481766
95,99,70,0.0625,16,8737.5,75594816,11514.0,132096096,0.13055555555555556,-1531.582517967708
95,96,63,0.06666666666666667,16,8840.0,77208576,12420.0,151709184,0.11055761698618839,-1040.6956413335374
95,101,35,0.09090909090909091,16,5420.0,23364096,7266.0,40135392,0.16590909090909092,-570.1495166126928
95,110,28,0.0,16,5845.5,30063168,8104.5,58287240,0.1463636363636364,-467.37204879263953
95,111,98,0.0,20,10566.0,104382720,18568.0,284801088,0.12262929530786672,-3534.0959231150446
95,112,105,0.0,20,8220.0,67447296,19307.0,300798960,0.10383949263819393,-3475.404917948336
96,113,99,0.0,16,9299.0,86212320,16623.0,269527680,0.07862233399704796,-1816.556429696169
96,114,45,0.0,16,6572.0,32719488,9098.0,58586880,0.13041819291819293,-848.2869277284993
96,115,117,0.0,20,9650.0,93097536,18462.0,321078528,0.10687216222930505,-3424.077074795657
96,116,108,0.0,20,10162.0,103140928,17579.0,296326272,0.09969018415446987,-2635.766595085984
97,99,30,0.0,12,5166.5,7010190,6563.0,11252088,0.12446581196581195,-673.5841953412455
98,135,236,0.016129032258064516,32,10605.5,50121918,59747.0,642136560,0.02222694677083889,-21219.856539707253
98,146,236,0.03278688524590164,32,10500.5,46236498,59505.5,587145078,0.015465336424352816,-14282.759537893551
98,167,649,0.12903225806451613,64,12256.0,111197020,66202.0,2111991700,0.008368944011462699,-8523.180571040046
98,182,590,0.078125,56,12131.0,106571520,65180.0,1879274124,0.010669662059660327,-11608.085467836258
98,153,1416,0.18571428571428572,64,14955.0,211070816,79041.5,5035648566,0.025180921810556894,-39981.94106198908
98,203,708,0.09230769230769231,48,12991.0,138394960,67355.0,2374539024,0.017389311041101276,-20343.664101296814
98,204,649,0.07692307692307693,48,12411.0,116932640,66407.0,2158671840,0.022731157759092152,-26476.391491440052
98,143,413,0.08196721311475409,40,11621.0,87699480,62141.0,1187269512,0.01364592450658024,-12965.419232967726
98,148,531,0.11475409836065574,56,12119.0,106127472,63979.0,1605796816,0.00951892432558862,-9232.49973291518
98,144,531,0.11475409836065574,56,11923.0,98874688,64283.0,1675020048,0.011687818859950006,-11442.864855700764
98,219,413,0.08196721311475409,56,11573.0,85923288,62417.0,1250116920,0.01000162013615328,-9525.56418058174
98,145,354,0.031746031746031744,40,11106.0,68642420,61237.0,981421480,0.014066283623987487,-14152.28324055257
98,140,1298,0.1095890410958904,64,16170.5,256049178,76205.0,4389754824,0.027730050709988255,-45788.07591201956
98,266,767,0.125,64,13325.0,150754296,67865.0,2490670104,0.013052110118552222,-14583.98149580321
98,264,590,0.078125,48,12621.5,124721982,65346.5,1917187506,0.02117507024501071,-23291.67307831077
98,119,1062,0.2222222222222222,64,14776.0,204447100,72448.0,3534255868,0.011442145717617362,-13174.570080134241
98,121,1239,0.25,64,15941.0,247556760,75667.0,4267247920,0.013450410597467159,-16345.34871414694
98,163,1711,0.2571428571428571,64,16195.0,256955776,84325.0,6238743784,0.012999564004313893,-21325.057912830245
98,164,1298,0.19117647058823528,64,15099.5,216417894,77423.0,4667103168,0.01737117105571627,-24821.1153719454
98,168,826,0.140625,64,12975.5,137821398,69348.5,2828474922,0.013733754691389153,-15709.190742912597
98,205,826,0.15873015873015872,64,14184.5,182559234,69186.0,2791472372,0.010244623371765581,-11215.52255676919
98,165,1357,0.10810810810810811,64,15433.0,228758728,78641.0,4944451512,0.02994536731425782,-53104.833319027355
98,166,885,0.05714285714285714,48,13297.0,149718184,70724.0,3141687276,0.03291520976260958,-47025.89492319082
98,194,1180,0.09722222222222222,64,15388.0,227093548,76022.0,4348084260,0.01573162490260743,-24488.010703648753
98,170,1062,0.18461538461538463,64,14742.0,203188964,73179.0,3700710416,0.01067298130792771,-13016.9912200402
98,171,1003,0.1875,64,13915.0,172586656,71615.0,3344575104,0.008822777766899503,-10263.113897858586
98,195,1829,0.2,64,16301.0,260878200,87137.0,6879058680,0.02202017362346547,-43629.12863293269
98,172,944,0.11940298507462686,64,13743.5,166240470,71244.5,3260209290,0.024694294182083798,-32175.423335264004
98,285,472,0.08064516129032258,64,11753.5,92602510,63136.0,1413838972,0.010538200250312123,-10383.874553224898
98,268,767,0.09090909090909091,64,12761.0,129884040,68309.0,2591772456,0.009020699402327761,-10676.979949984847
98,112,885,0.027777777777777776,40,13535.0,158525136,70822.0,3164002660,0.03963849513351305,-60296.12149697948
98,262,531,0.0625,48,12047.0,103463184,64307.0,1680485040,0.017172575151881184,-18666.039217413083
98,196,1652,0.06097560975609756,56,17688.5,312221250,82590.5,5843784258,0.06921370486868028,-154308.86089435825
98,184,2655,0.23809523809523808,64,21175.0,441235696,99387.0,9668481680,0.025876863705500082,-74872.42053560057
98,125,3009,0.1702127659574468,64,18676.0,348762700,106227.0,11226004400,0.034519956344752106,-137828.95607296765
98,173,1475,0.21739130434782608,64,16079.0,252663312,78851.0,4992270192,0.009460467602405027,-14006.531398893216
98,186,1652,0.22535211267605634,64,16163.0,255771648,83157.5,5972894694,0.015382720022431151,-25687.185823957487
98,265,826,0.140625,64,13495.5,157063478,68861.0,2717467272,0.008168839436844648,-9189.31541126891
98,197,885,0.15625,64,13220.0,146868876,69660.0,2899405964,0.00800054432633056,-9060.716031177224
98,198,531,0.07936507936507936,56,12195.0,108939776,64007.0,1612172640,0.010395146130581573,-10712.564372215065
98,200,708,0.14516129032258066,56,12760.0,129847036,66926.0,2276852292,0.012064332751312625,-12639.579987986406
98,280,472,0.08064516129032258,56,11519.0,83925072,63416.0,1477597212,0.009614598996189817,-9645.830195000453
98,201,826,0.1774193548387097,64,13632.0,162114524,68984.5,2745589210,0.01067196512590024,-11305.454847893416
98,274,590,0.11290322580645161,56,12257.0,111234024,64919.0,1819842336,0.00915377445299125,-9263.898616437435
98,149,413,0.03125,32,11528.0,84258108,62141.0,1187269512,0.027064479430257155,-28512.603866245823
98,207,413,0.1,48,11282.0,75155124,62420.0,1250800044,0.009905838041431258,-9199.24274647945
98,202,472,0.08064516129032258,56,11431.5,80687222,63283.0,1447312048,0.010169885493788193,-10139.58124311882
98,297,649,0.12903225806451613,64,12081.0,104721320,66177.0,2106299000,0.008698555952167241,-8985.563728429437
98,276,767,0.09090909090909091,64,13589.0,160523352,67889.0,2496135096,0.009533567377420784,-11204.329874978355
98,208,236,0.016129032258064516,24,10551.5,48123702,59600.0,608663484,0.021878517962287347,-20810.310335074308
98,211,236,0.016129032258064516,24,10571.0,48845280,59621.0,613445352,0.022010723144730498,-20931.103536838615
98,440,236,0.03278688524590164,24,10559.0,48401232,59475.5,580313838,0.020765027322404386,-18782.229507704556
98,441,177,0.01639344262295082,24,10123.0,32267488,58627.0,387103600,0.020856102003643004,-18859.3472035918
98,442,177,0.01639344262295082,24,10123.0,32267488,58627.0,387103600,0.020856102003643004,-18859.3472035918
99,100,70,0.13333333333333333,16,8341.5,67989240,10752.0,113497200,0.14603174603174604,-1461.1462475853327
99,101,50,0.07142857142857142,16,6285.5,28501704,7956.0,45252432,0.11675824175824177,-882.0148251116087
99,102,60,0.06666666666666667,16,7801.5,57618000,10492.0,107151120,0.166984126984127,-1570.7857857822232
99,103,40,0.0,16,6159.0,26072145,7884.0,43495056,0.14926739926739926,-1066.2066637966525
99,104,20,0.0,8,5274.5,9084438,6663.5,13705092,0.10378787878787878,-459.16829190265764
99,105,30,0.0,12,5628.5,15883362,7109.0,24578856,0.17115384615384616,-970.4920374819128
100,117,49,0.0,20,6633.0,43796880,9579.0,91679400,0.09219560201703059,-626.1943105194605
100,113,77,0.0,16,7935.0,62233200,14265.0,178839000,0.09102108857010816,-1497.0897453657133
100,102,42,0.08333333333333333,16,6540.0,42480000,9040.0,81654000,0.10066287878787876,-463.5742935536647
101,232,25,0.0,16,3600.0,12560576,4668.0,20868624,0.18037037037037038,-386.1391695287472
101,252,25,0.0,12,2158.0,4000864,2762.0,6733728,0.12962962962962962,-255.13714573369083
102,238,30,0.0,16,5310.0,27720000,7422.0,53241920,0.1708333333333333,-535.6840509951821
102,107,30,0.0,16,5152.0,25824000,7644.0,57140240,0.09829545454545453,-302.4549488896588
102,126,96,0.0,32,8362.5,64350000,18437.5,246674100,0.11002107110061655,-3285.473840323216
103,245,52,0.0,20,7489.5,33296760,13092.0,80617680,0.10917075163398693,-1548.2594907451064
103,136,36,0.0,16,6489.5,27866760,8862.0,50466240,0.12777777777777777,-696.6807803720206
104,253,28,0.0,10,6758.5,11892166,13275.5,28555644,0.08069444444444444,-1015.963771112991
105,209,42,0.0,9,8191.5,24361766,10796.0,39430092,0.10968137254901963,-1533.5643213711844
106,152,35,0.0,16,6109.0,36063240,8462.0,66306240,0.18605699855699856,-783.0839153544943
106,237,20,0.0,12,3845.5,13482564,4617.5,18942000,0.224537037037037,-331.33419493159687
106,234,30,0.0,16,5424.0,29229680,7102.5,49557200,0.1812121212121212,-578.481753736322
107,113,55,0.0,16,6547.0,37832160,12869.0,125148840,0.05891208328708328,-675.5451218594485
107,172,80,0.0,32,6644.5,38671440,17571.5,186356580,0.04766986961839904,-1230.056191505622
108,295,35,0.0,20,6032.0,35455728,8025.0,62938944,0.09579124579124579,-346.41842310498237
108,112,75,0.05263157894736842,20,6818.0,43422624,17303.0,189416640,0.08235994025467709,-1833.968879212943
108,116,60,0.0625,20,7792.0,53295088,13979.0,144103872,0.05903950216450216,-719.8855806687433
108,159,25,0.0,16,4974.0,24731840,6506.0,42231936,0.11547619047619047,-228.41603939086747
109,114,45,0.0,16,6236.0,30477696,9086.0,58486560,0.0983058608058608,-668.2789411422027
109,294,45,0.07692307692307693,16,6770.0,40234944,9908.0,81489408,0.10412365412365411,-606.583753346106
109,165,207,0.06666666666666667,32,10750.0,112957504,28710.0,607644576,0.06315183858287306,-6010.874068720007
109,166,135,0.14285714285714285,24,8614.0,73928512,20793.0,386095248,0.06130024737167594,-2018.4345340875307
109,137,81,0.2,20,9044.0,81785472,14124.0,199469952,0.0807936507936508,-838.0050812211557
109,257,54,0.0,16,7195.5,48009680,11541.0,127187280,0.1335374149659864,-1175.9176270639614
110,165,92,0.0,32,8091.5,47218116,24406.5,233859780,0.07329398996065661,-4731.553095653662
110,258,36,0.0,20,5569.5,27955080,10320.5,82153560,0.10360576923076924,-572.2308726114384
111,117,98,0.05,25,9723.0,82026360,18085.0,259383696,0.10820071010860487,-2800.206851870084
111,151,140,0.043478260869565216,25,11238.0,122204160,21512.5,439752456,0.10673846081454777,-4243.638564883909
111,152,98,0.05,20,10245.0,95869800,18538.0,283222368,0.10271146616541355,-2701.226191046502
111,260,154,0.08695652173913043,25,11515.0,129550200,22526.0,493086880,0.07017366691279735,-2889.4309911469045
111,131,196,0.0,25,13903.5,192893220,25889.5,670087704,0.1152633907098193,-8436.634288067995
111,194,280,0.0,40,12767.0,162753240,32251.0,1004855280,0.08773800173414831,-10572.23098375276
111,259,126,0.09523809523809523,25,10142.0,93138240,20996.0,412572160,0.06658179549986273,-2177.2655179113376
111,223,126,0.0,15,11002.0,115945440,18884.0,301430272,0.2053579270970575,-7920.40925058322
111,158,84,0.05263157894736842,20,9752.5,82808700,17136.0,209443520,0.10129142300194932,-2221.8658675699
111,154,112,0.15789473684210525,25,10515.0,103030200,19886.5,354185832,0.051015849809709454,-1228.6250511736266
112,128,45,0.0,10,5503.0,20888784,15390.0,83092100,0.1233115468409586,-2130.573418554674
112,260,165,0.13043478260869565,25,9169.0,83709360,23265.0,520784600,0.040714001084554446,-1774.747276762172
112,164,330,0.08823529411764706,40,10132.5,100219896,34391.0,1139167680,0.06174544246894044,-8373.8552885661
112,283,210,0.03571428571428571,40,9334.5,86545368,25965.5,670878390,0.05599065524077196,-3471.2504461913713
112,258,135,0.09090909090909091,25,7944.0,62717760,21523.0,423964240,0.05851679285120843,-2162.0800820906547
112,259,135,0.14285714285714285,25,7796.0,60181632,21735.0,435747200,0.0495390984676699,-1708.9182838075035
112,124,240,0.19230769230769232,25,10516.5,106800120,28790.0,827864100,0.05433390541082849,-3869.2522766733896
112,184,675,0.05263157894736842,40,16208.0,204329664,56355.0,2359926800,0.05329809362829692,-37786.144729189975
112,253,210,0.07407407407407407,25,10569.5,107708328,26609.0,706644120,0.10329105051327273,-7383.238019299076
112,116,180,0.08,25,9542.0,90101088,24466.0,587536180,0.06022747160247161,-3335.9991139120884
112,192,75,0.05263157894736842,20,6762.0,42463008,17265.0,187304600,0.07268054395247378,-1584.9123874380214
113,118,121,0.1,20,9525.0,90185400,18625.0,346524600,0.056416108205295835,-1489.7591491173002
113,119,198,0.0,32,9920.0,97129500,25136.0,596937660,0.06889255943515579,-4632.444172978966
113,123,55,0.0,12,6813.0,42508440,13167.0,136609920,0.08254723084886127,-941.7389282068287
113,124,176,0.038461538461538464,20,10627.5,109567350,24510.0,572861700,0.09313680763680764,-5447.085121969589
113,125,561,0.01639344262295082,32,13820.0,165691500,58915.0,1896078000,0.07044332640644116,-63301.71506183193
114,134,15,0.0,12,2394.0,4843872,2925.0,6980600,0.14434523809523808,-126.30133685731678
114,234,30,0.0,16,4598.0,19548960,6112.5,33628100,0.1237878787878788,-377.03967326932246
114,239,35,0.0,16,4377.0,18074448,5972.0,32453520,0.12525252525252523,-503.5318818240964
115,118,143,0.0,25,9876.0,97387920,20464.0,412802160,0.0873997646666411,-3735.0980223023053
115,260,143,0.09090909090909091,25,9631.0,92736840,20824.0,429295920,0.06285044320758609,-2221.577196375243
115,163,377,0.07692307692307693,40,11690.0,131824896,38852.0,1255266768,0.05022081307506407,-10220.869584604341
115,130,195,0.07692307692307693,25,11578.0,129698688,25244.0,631802640,0.08722426505118813,-5556.521159871468
115,123,65,0.0,15,7164.0,45903312,15006.0,162738432,0.094110115556194,-1622.4129373783364
115,194,260,0.06451612903225806,40,10883.0,116504808,30549.0,874856520,0.04866387047838661,-4692.364008422698
115,195,403,0.047619047619047616,40,11796.0,133837200,41664.0,1384101360,0.050672538520970575,-13586.086898330586
115,258,117,0.047619047619047616,25,8406.0,69481440,19082.0,349484448,0.07003045662709527,-2083.991594154789
115,159,65,0.0,20,7186.0,46320960,14552.0,141937968,0.10357142857142858,-1717.1098881774228
115,141,143,0.043478260869565216,25,10461.0,108493560,20559.0,417154680,0.07957336635696319,-3038.199862110443
115,281,91,0.0,25,7821.0,58375800,16908.0,249880464,0.05922612475244054,-1415.8037477147932
116,234,72,0.0,20,8188.0,61623760,14593.5,170087390,0.1357905982905983,-2235.765572240504
116,251,48,0.0,15,6960.5,35806980,12636.5,87337602,0.12885912698412696,-1403.2918040847067
116,156,48,0.0,20,6927.5,35112924,12707.0,90318624,0.08078042328042329,-885.2921958546714
116,193,120,0.047619047619047616,25,8669.0,71740152,18806.0,348208740,0.07884684429327288,-2269.194523940264
116,124,192,0.12,25,11490.5,131081940,25466.0,629820180,0.061972883597883596,-3486.925346768713
116,125,612,0.05,40,14683.0,198226600,59871.0,2084601200,0.06711106219580795,-59039.800985511385
116,176,120,0.0,25,10752.5,115560324,18369.5,329751774,0.09515915181499597,-2970.089342683598
116,261,48,0.14285714285714285,20,6869.0,33882552,13331.0,116703840,0.053754578754578744,-471.33135349672364
116,281,84,0.0,25,8333.0,64673400,16025.0,230616936,0.0688899226179928,-1321.4910691710431
117,118,77,0.058823529411764705,25,8223.0,63468360,13939.0,177641160,0.0513320862765396,-738.652940450012
117,119,126,0.0,40,8618.0,68355300,20450.0,306012036,0.06672223446488153,-2643.5425269713583
117,120,56,0.07142857142857142,25,6537.0,42609168,11299.0,125590920,0.0998402886795744,-681.3304079229603
118,121,231,0.03225806451612903,40,11820.0,137278800,27750.0,675389600,0.04493429892614214,-3671.362929596671
118,120,88,0.1875,25,8574.0,70670880,15380.0,229574800,0.0664157329598506,-839.3998974943611
118,122,77,0.125,25,8193.0,62852760,14374.0,193318560,0.0724673202614379,-883.0024888019067
119,143,126,0.08695652173913043,40,7895.0,52377000,20735.0,323705976,0.02638557095078834,-846.6133195354308
119,144,162,0.17391304347826086,56,8197.0,59051200,22877.0,456689904,0.017407565793115667,-632.7183175294076
119,219,126,0.13636363636363635,56,7847.0,51316200,21011.0,340841160,0.01941469425235659,-575.9022685308535
119,266,234,0.19230769230769232,64,9599.0,90035400,26459.0,679074792,0.019371481710848223,-1021.9110397902439
119,264,180,0.12,48,8895.5,74488050,23940.5,522716238,0.03301337156851863,-1523.2977133753022
119,121,378,0.3,64,12215.0,147849000,34261.0,1163454160,0.013783446639083449,-1266.1781826756906
119,164,396,0.1111111111111111,64,11373.5,129251850,36017.0,1272473664,0.01786410588401287,-2640.556357919858
119,183,126,0.041666666666666664,56,7766.0,49526100,20531.0,311040840,0.024120536849369798,-842.6993536626886
119,168,252,0.10344827586206896,64,9249.5,82311450,27942.5,771176406,0.019527401450422966,-1385.2859159451564
119,171,306,0.16666666666666666,64,10189.0,103074400,30209.0,911889792,0.014411512379218153,-1150.5488319181425
119,172,288,0.0625,64,10017.5,99284250,29838.5,888887670,0.030894301504359654,-3014.6716303978633
119,200,216,0.07142857142857142,56,9034.0,77548900,25520.0,620777916,0.024692415168605646,-1493.0151729775075
119,280,144,0.08333333333333333,56,7793.0,50122800,22010.0,402863076,0.020252809790853265,-769.1793518386771
119,201,252,0.10344827586206896,64,9906.0,96820100,27578.5,748577830,0.019539929918490642,-1319.25093341113
119,276,234,0.14814814814814814,64,9863.0,95869800,26483.0,680564808,0.022858898667196967,-1235.5593517939615
120,269,32,0.0,20,5157.0,23598288,8960.5,66005940,0.08250869500869501,-307.71672067104817
120,273,24,0.1,15,4441.0,13734672,7753.0,35238840,0.0707010582010582,-158.37230840061724
120,163,232,0.0,40,10388.0,95660544,33768.0,698101040,0.03808823718363192,-5637.475770740859
120,169,136,0.041666666666666664,40,8828.0,74169984,21586.0,387703680,0.039531826445442,-1442.2891294016406
120,122,56,0.36363636363636365,25,6507.0,42195888,11734.0,136674720,0.044480519480519475,-188.0124440876545
121,148,189,0.1111111111111111,56,9558.0,76747680,25792.0,528617920,0.017738959466012606,-936.9293318772109
121,144,189,0.2,56,9362.0,71502720,26096.0,551405760,0.021444504569504568,-1004.6186399737347
121,219,147,0.16666666666666666,56,9012.0,62136720,24230.0,411530400,0.014311543056817156,-564.565766569448
121,266,273,0.3076923076923077,64,10764.0,109020240,29678.0,819912480,0.013300274443686883,-768.6885707889933
121,264,210,0.19230769230769232,48,10060.5,90194580,27159.5,631125720,0.029121728698651782,-1590.009620907652
121,163,609,0.28205128205128205,64,13634.0,185821440,46138.0,2053754080,0.009254475232830111,-2069.029186459919
121,164,462,0.19444444444444445,64,12538.5,156505860,39236.0,1536380160,0.014739933985601934,-2315.986534186736
121,205,294,0.2962962962962963,64,11623.5,132020460,30999.0,918934640,0.013649735932344628,-875.0062961226892
121,194,420,0.17142857142857143,64,12827.0,164226120,37835.0,1431361200,0.015143113738206425,-2084.4302572168003
121,170,378,0.08333333333333333,64,12181.0,146939160,34992.0,1218249920,0.015774343663192355,-2046.4785848952547
121,171,357,0.15151515151515152,64,11354.0,124808640,33428.0,1101012480,0.012276304423292394,-1279.5541097188293
121,281,147,0.0,40,9765.0,82287000,24194.0,408831840,0.06688939172219385,-3612.4385401735003
121,265,294,0.12903225806451613,64,10934.5,113582820,30674.0,894572640,0.015039755785011953,-1243.3034779761315
121,201,294,0.20689655172413793,64,11071.0,117235560,30797.5,903830200,0.013137013164722525,-970.1400534885363
121,282,357,0.1875,64,12426.0,153495360,32852.0,1057835520,0.016351683664026215,-1537.292572196855
121,276,273,0.1724137931034483,64,11028.0,116084880,29702.0,821711520,0.01550112409268051,-1063.4239520943786
122,273,21,0.1111111111111111,15,4060.0,12215244,6747.0,29673648,0.07680224867724868,-129.69383494215802
122,164,154,0.03571428571428571,40,8911.5,71655822,25860.0,439762176,0.043882272620785576,-2810.011999375581
122,169,119,0.09090909090909091,40,8447.0,65964768,20580.0,326474496,0.05145884247900653,-1526.4591895478761
122,188,77,0.0,20,8868.0,71122860,13284.0,169931520,0.16225230833073973,-2460.801748718678
123,133,20,0.0,9,3651.0,11925576,4984.5,20352960,0.1261574074074074,-173.87897761439444
123,165,115,0.0,24,8600.0,59792304,25266.0,308512512,0.07621109049680479,-5425.800200208562
123,249,15,0.0,9,3368.0,9188400,4673.0,15927168,0.11011904761904763,-111.28756542973552
124,269,64,0.0,20,7945.5,42705090,17485.5,154341990,0.06363924087608298,-1550.1455970293673
124,166,240,0.03333333333333333,30,10278.5,100866780,28692.0,822025260,0.08760308598103518,-8060.928672959613
124,258,144,0.08695652173913043,25,9892.5,91243800,22523.0,454476240,0.054598662207357866,-2250.1245380999526
124,259,144,0.13636363636363635,25,9744.5,87554160,22735.0,467107200,0.044029527471085905,-1702.5020547150755
124,125,816,0.09836065573770492,40,15657.5,234965250,64195.0,2937294000,0.03912535626369391,-38193.94276817908
124,253,224,0.034482758620689655,25,12518.0,156697515,27609.0,757500120,0.09691852795463114,-8119.693612500316
124,248,128,0.043478260869565216,25,10348.5,102611880,20670.0,344074500,0.09862601166948994,-3772.935818890819
124,261,64,0.1111111111111111,20,7843.5,40162230,17655.0,164440800,0.03462346477052359,-690.914708421701
124,246,160,0.04,25,11398.5,128788380,22410.0,447743700,0.10452641340141339,-5244.078677878726
124,189,96,0.047619047619047616,25,8747.5,62698950,19457.5,271833750,0.04793556311413455,-1371.5665841227883
124,192,80,0.05,20,8710.5,61776540,18265.0,200784600,0.05368003341687552,-1339.630185700242
125,167,561,0.08771929824561403,64,12430.0,113288500,58575.0,1829030000,0.013090159166137318,-9847.292243731103
125,182,510,0.08928571428571429,56,12305.0,108576000,57553.0,1627491600,0.01500205029441378,-10933.858168858098
125,203,612,0.08620689655172414,48,13165.0,140998000,59728.0,2056401600,0.0265901788062453,-21781.58925267956
125,144,459,0.05263157894736842,56,12097.0,100734400,56656.0,1450603200,0.024839097871043922,-18490.250524993473
125,218,459,0.07142857142857142,56,12345.0,110084000,56304.0,1381188800,0.015807718411805505,-11278.566434588458
125,241,153,0.0,16,10523.0,41394600,51099.0,354762800,0.043327315785387066,-27013.247542896363
125,242,102,0.0,16,9964.0,20320300,50194.5,176395400,0.0229143039874172,-13661.203135657976
125,185,510,0.07017543859649122,64,12494.0,115701300,57580.0,1632816000,0.013561962292232421,-10123.89561645164
125,193,510,0.016666666666666666,40,12836.0,128594700,57535.0,1623942000,0.05508708552796683,-46922.51664107584
125,171,867,0.15254237288135594,64,14089.0,175832800,63988.0,2896473600,0.015676108762227622,-13659.17902689099
125,195,1581,0.07894736842105263,64,16475.0,265785000,79510.0,5957412000,0.044118183854159033,-81099.51289322838
125,172,816,0.13559322033898305,64,13917.5,169367250,63617.5,2823411000,0.02718161237668794,-24362.347393650343
125,126,816,0.11666666666666667,64,14787.5,202166250,63347.5,2770167000,0.02736421547599478,-25394.78092688596
125,268,663,0.0847457627118644,64,12935.0,132327000,60682.0,2244530400,0.018371566603079495,-15205.996861739048
125,258,459,0.01694915254237288,40,13085.0,137982000,56928.0,1504241600,0.04406642379879864,-35662.82704035473
125,259,459,0.034482758620689655,40,12937.0,132402400,57140.0,1546048000,0.031024317960948327,-24503.67141160973
125,157,1326,0.013157894736842105,56,17600.0,308197500,73037.5,4681035000,0.07541757289314631,-126578.06392148406
125,184,2295,0.4117647058823529,64,21349.0,449534800,91760.0,8373112000,0.01741629043375354,-30437.496560373704
125,173,1275,0.15151515151515152,64,16253.0,257415600,71224.0,4323412800,0.016566668435860694,-20009.851308220415
125,186,1428,0.19696969696969696,64,16337.0,260582400,75530.5,5172654600,0.02003570474143546,-26018.10219037128
125,261,204,0.03773584905660377,32,11036.0,60734700,52060.0,544272000,0.018900541383306265,-11484.427929857497
125,327,51,0.0,8,9425.0,0,49300.0,0,0.019230769230769232,-10894.371313630156
125,316,204,0.03773584905660377,32,10866.5,54344550,51911.5,514987800,0.021985090381316793,-13445.267590224941
125,214,459,0.01694915254237288,40,13153.0,140545600,56744.0,1467956800,0.043631531342106504,-34884.159159033064
125,189,306,0.07547169811320754,40,11940.0,94815500,53862.5,899725000,0.012329104381204617,-7663.098423542324
125,190,459,0.1111111111111111,40,13317.0,146728400,56140.0,1348848000,0.01529637247512448,-10111.008183406087
125,191,459,0.07142857142857142,40,13309.0,146426800,56336.0,1387499200,0.02584168685486485,-18576.23897281233
125,317,255,0.07692307692307693,32,11169.0,65748800,52736.0,677579200,0.012066365007541479,-7161.686307005535
125,206,306,0.09615384615384616,40,11760.0,88029500,53627.5,853383000,0.011689291101055809,-6977.484705332147
125,318,153,0.018867924528301886,24,10347.0,34759400,51012.0,337606400,0.016512173723712182,-9989.985242603027
125,265,714,0.1016949152542373,64,13669.5,160017650,61234.0,2353384800,0.018508987933251217,-15494.672669193964
125,197,765,0.11864406779661017,64,13394.0,149631300,62033.0,2510947600,0.014817491313063383,-12520.25206255236
125,210,153,0.018867924528301886,24,10492.0,40225900,51022.0,339578400,0.017371988598403693,-10433.683739412385
125,313,102,0.0,16,9887.5,17436250,50155.0,168606000,0.01920099030948087,-11476.230522242568
125,305,204,0.03773584905660377,32,10794.5,51630150,51887.5,510255000,0.01793103385084517,-10939.985910944704
125,280,408,0.05357142857142857,56,11693.0,85503600,55789.0,1279630800,0.013025658468028598,-9308.307975111133
125,320,153,0.038461538461538464,24,10391.0,36418200,50993.0,333859600,0.013071895424836603,-7589.630184618976
125,321,357,0.03571428571428571,32,12356.0,110498700,54502.0,1025834400,0.029690808830419215,-20947.82906562077
125,322,255,0.037037037037037035,24,11285.0,70122000,52690.0,668508000,0.023642862688984283,-15072.037156808117
125,328,153,0.018867924528301886,24,10486.0,39999700,50960.0,327352000,0.01959059022738268,-11705.978857297818
