i,j,LDC,Jaccard,LKS,CI_e_av_skin,CI_e_mul_skin,CI_e_av_body,CI_e_mul_body,LLBCe,LLBMEe1
222,239,8,0.0,4,61.5,2592,107.0,8424,0.26666666666666666,-70.39085753233964
223,224,12,0.0,4,77.5,5250,159.0,23256,0.23809523809523808,-101.62770150466213
223,225,12,0.16666666666666666,4,56.5,3150,127.5,16074,0.2,-54.81370095468148
225,238,8,0.0,4,42.0,1323,89.0,5217,0.1611111111111111,-34.58064089174937
226,227,4,0.0,4,3.0,9,8.5,72,0.3333333333333333,-12.712215321391781
226,228,4,0.0,4,3.0,9,7.5,56,0.3333333333333333,-11.090354888959125
229,246,6,0.0,1,4.0,12,11.0,96,0.3,-25.65999671409633
229,358,6,0.0,1,4.0,12,12.0,128,0.3,-29.818879797456006
231,232,4,0.0,4,3.0,8,7.0,48,0.3333333333333333,-11.090354888959125
231,233,4,0.0,4,3.0,8,7.0,48,0.3333333333333333,-11.090354888959125
232,234,4,0.0,4,6.5,36,11.5,120,0.3333333333333333,-11.090354888959125
233,259,4,0.0,4,4.5,20,9.5,88,0.3333333333333333,-11.090354888959125
234,297,4,0.0,4,10.5,108,20.0,375,0.3333333333333333,-13.862943611198904
235,236,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
236,237,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
240,241,4,0.0,1,3.0,8,7.0,48,0.3333333333333333,-11.090354888959125
241,242,4,0.0,1,2.0,4,6.0,36,0.3333333333333333,-11.090354888959125
242,249,4,0.0,1,2.0,4,6.0,36,0.3333333333333333,-11.090354888959125
243,244,4,0.0,4,4.5,20,10.0,100,0.3333333333333333,-11.090354888959125
243,245,4,0.0,4,4.0,15,9.5,90,0.3333333333333333,-12.712215321391781
245,292,6,0.0,4,6.5,30,15.5,198,0.3,-29.818879797456
246,247,2,0.0,1,1.0,0,3.0,0,0.3333333333333333,-3.58351893845611
249,250,4,0.0,1,1.5,2,5.5,30,0.3333333333333333,-11.090354888959125
250,251,4,0.0,1,1.0,1,4.5,20,0.3333333333333333,-11.090354888959125
251,260,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
253,254,4,0.0,1,1.0,1,4.5,20,0.3333333333333333,-11.090354888959125
254,284,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
256,312,4,0.0,4,14.5,208,28.5,770,0.3333333333333333,-16.101406762940595
257,258,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
260,261,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
262,263,4,0.0,4,8.0,64,14.0,196,0.3333333333333333,-11.090354888959125
262,264,4,0.0,4,10.5,104,18.5,322,0.3333333333333333,-13.862943611198904
264,290,8,0.0,4,30.5,624,64.0,2415,0.26666666666666666,-66.54212933375474
265,266,4,0.0,4,7.5,54,15.5,234,0.3333333333333333,-14.33407575382444
266,270,6,0.0,4,9.0,72,18.5,312,0.3,-29.818879797456
267,300,6,0.0,4,29.5,828,52.0,2508,0.275,-32.542816295643
267,301,6,0.0,4,30.0,864,50.5,2310,0.275,-28.351046009385072
268,269,4,0.0,4,13.0,153,23.5,510,0.3333333333333333,-15.484804043631563
268,270,6,0.0,4,10.5,108,20.5,408,0.3,-29.818879797456
270,309,6,0.0,2,7.5,36,16.5,216,0.3,-29.818879797456006
271,272,6,0.0,2,6.0,32,16.0,220,0.3,-29.818879797456
271,273,4,0.0,1,3.5,12,9.0,80,0.3333333333333333,-12.712215321391781
272,274,6,0.0,4,6.0,32,16.0,220,0.3,-29.818879797456006
272,275,6,0.0,4,6.0,32,17.0,264,0.3,-32.251670446104995
273,276,4,0.0,1,2.5,6,7.0,48,0.3333333333333333,-11.090354888959125
274,364,4,0.0,4,3.5,12,9.0,80,0.3333333333333333,-12.712215321391781
275,322,6,0.0,4,8.0,48,19.0,312,0.3,-32.251670446104995
276,336,4,0.0,1,1.5,2,5.0,24,0.3333333333333333,-11.090354888959125
277,278,6,0.0,1,3.0,8,9.5,84,0.3,-25.65999671409633
278,287,3,0.0,1,2.0,0,6.0,0,0.25,-10.75055681536833
278,288,6,0.0,1,2.5,4,9.0,72,0.3,-25.65999671409633
280,281,4,0.0,1,2.5,4,6.5,40,0.3333333333333333,-11.090354888959125
280,282,4,0.0,1,1.0,1,4.5,20,0.3333333333333333,-11.090354888959125
281,283,4,0.0,1,6.5,36,11.5,120,0.3333333333333333,-11.090354888959125
282,367,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
283,296,4,0.0,1,10.5,108,20.0,375,0.3333333333333333,-13.862943611198904
284,338,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
285,340,6,0.0,4,19.5,374,33.0,1040,0.3,-29.818879797456
288,334,4,0.0,1,1.0,1,5.5,30,0.3333333333333333,-12.712215321391781
290,325,8,0.0,4,31.0,672,65.0,2625,0.26666666666666666,-66.54212933375474
291,292,6,0.0,4,8.5,70,18.5,330,0.3,-29.818879797456
294,295,3,0.0,1,2.0,0,6.0,0,0.25,-10.75055681536833
298,299,4,0.0,4,3.0,9,7.5,56,0.3333333333333333,-11.090354888959125
299,354,4,0.0,4,5.5,24,11.0,112,0.3333333333333333,-12.712215321391781
302,303,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
302,304,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
304,305,4,0.0,1,1.0,1,4.5,20,0.3333333333333333,-11.090354888959125
305,349,4,0.0,1,2.0,3,6.0,35,0.3333333333333333,-11.090354888959125
306,307,4,0.0,1,3.0,9,7.5,56,0.3333333333333333,-11.090354888959125
306,308,4,0.0,1,2.0,3,6.0,35,0.3333333333333333,-11.090354888959125
307,309,4,0.0,1,3.0,9,8.5,72,0.3333333333333333,-12.712215321391781
308,361,4,0.0,1,1.0,1,4.5,20,0.3333333333333333,-11.090354888959125
311,343,2,0.0,1,4.0,0,7.5,0,0.3333333333333333,-3.58351893845611
313,352,6,0.0,4,22.0,448,43.5,1850,0.3,-37.33545760842821
316,317,4,0.0,1,6.0,35,11.5,126,0.3333333333333333,-11.090354888959125
317,342,4,0.0,1,3.5,10,7.5,54,0.3333333333333333,-11.090354888959125
318,319,4,0.0,1,2.0,4,6.0,36,0.3333333333333333,-11.090354888959125
318,320,4,0.0,1,2.0,4,6.0,36,0.3333333333333333,-11.090354888959125
320,321,4,0.0,1,2.0,4,6.0,36,0.3333333333333333,-11.090354888959125
321,342,4,0.0,1,2.0,4,6.0,36,0.3333333333333333,-11.090354888959125
322,323,6,0.0,4,10.0,96,21.0,416,0.3,-29.818879797456006
322,324,6,0.0,2,8.0,48,18.0,260,0.3,-29.818879797456006
323,325,4,0.0,4,11.0,112,20.5,400,0.3333333333333333,-15.484804043631563
324,360,4,0.0,1,4.0,16,9.5,90,0.3333333333333333,-12.712215321391781
326,327,6,0.25,4,1.5,2,9.0,72,0.16666666666666666,-7.742402021815781
326,328,6,0.0,4,1.5,2,10.0,96,0.3,-20.79441541679836
326,329,9,0.2,4,2.0,4,11.0,120,0.2,-17.10666447606422
327,329,6,0.25,4,1.5,2,8.0,60,0.16666666666666666,-6.356107660695891
328,330,4,0.0,4,2.5,4,8.5,72,0.3333333333333333,-12.712215321391781
329,331,3,0.0,2,1.0,0,5.0,0,0.25,-6.238324625039507
330,339,4,0.0,4,3.5,12,8.0,63,0.3333333333333333,-11.090354888959125
332,333,2,0.0,1,1.0,0,2.0,0,0.3333333333333333,-2.772588722239781
333,334,4,0.0,1,1.5,2,4.5,20,0.3333333333333333,-8.317766166719343
335,336,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
335,337,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
340,341,6,0.0,4,16.0,220,28.0,640,0.3,-29.818879797456006
341,344,4,0.0,4,9.0,80,16.5,272,0.3333333333333333,-12.712215321391781
345,346,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
345,347,4,0.0,1,3.0,5,5.5,24,0.3333333333333333,-8.317766166719343
348,349,4,0.0,1,5.0,21,9.5,84,0.3333333333333333,-11.090354888959125
348,350,4,0.0,1,6.5,42,14.0,192,0.3333333333333333,-12.712215321391781
352,353,6,0.0,4,18.5,252,33.0,800,0.3,-29.818879797456006
352,354,6,0.0,4,18.0,224,32.0,700,0.3,-29.818879797456006
353,357,4,0.0,4,6.5,36,13.5,176,0.3333333333333333,-14.33407575382444
355,356,4,0.0,4,4.0,15,8.5,72,0.3333333333333333,-11.090354888959125
358,359,4,0.0,1,3.0,8,8.5,72,0.3333333333333333,-12.712215321391781
359,360,4,0.0,1,4.0,16,9.0,81,0.3333333333333333,-11.090354888959125
361,365,4,0.0,1,1.0,1,3.5,12,0.3333333333333333,-8.317766166719343
365,366,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
367,368,2,0.0,1,0.5,0,1.5,0,0.3333333333333333,-2.772588722239781
