metric,auc_static,auc_iterative
CI_e_av_body,0.935891118150886,0.9648715241112285
CI_e_av_skin,0.9772849935468731,0.9772849935468731
CI_e_mul_body,0.935891118150886,0.9626657280300364
CI_e_mul_skin,0.9772849935468731,0.9772849935468731
Jaccard,0.935891118150886,0.6700692244514842
LDC,0.935891118150886,0.9600375454652118
LKS,0.9772849935468731,0.9772849935468731
LLBCe,0.935891118150886,0.6684500762642261
LLBMEe1,0.935891118150886,0.6704212131878445
