metric,auc_static,auc_iterative
CI_e_av_body,0.605392156862745,0.543552036199095
CI_e_av_skin,0.6796757164404224,0.5797511312217194
CI_e_mul_body,0.576734539969834,0.5529788838612368
CI_e_mul_skin,0.658182503770739,0.6185897435897436
Jaccard,0.5590120663650076,0.38706636500754144
LDC,0.5827677224736048,0.6057692307692307
LKS,0.5940799396681749,0.794683257918552
LLBCe,0.6453619909502262,0.5292232277526394
LLBMEe1,0.5695701357466062,0.44588989441930615
