network,metric,mode,auc,runtime_s,n_points,n_nodes,n_edges
karate,KFC_v2,static,0.40969079939668174,0.009624800062738359,79,34,78
karate,KFC_v2,iterative,0.32522624434389136,0.3735346000175923,79,34,78
