network,metric,mode,x,rgc
transport,KFC_v2,static,0.0,1.0
transport,KFC_v2,static,0.002325581395348837,1.0
transport,KFC_v2,static,0.004651162790697674,1.0
transport,KFC_v2,static,0.0069767441860465115,1.0
transport,KFC_v2,static,0.009302325581395349,1.0
transport,KFC_v2,static,0.011627906976744186,1.0
transport,KFC_v2,static,0.013953488372093023,0.94579945799458
transport,KFC_v2,static,0.01627906976744186,0.94579945799458
transport,KFC_v2,static,0.018604651162790697,0.94579945799458
transport,KFC_v2,static,0.020930232558139535,0.94579945799458
transport,KFC_v2,static,0.023255813953488372,0.94579945799458
transport,KFC_v2,static,0.02558139534883721,0.8943089430894309
transport,KFC_v2,static,0.027906976744186046,0.8943089430894309
transport,KFC_v2,static,0.030232558139534883,0.8509485094850948
transport,KFC_v2,static,0.03255813953488372,0.8509485094850948
transport,KFC_v2,static,0.03488372093023256,0.8509485094850948
transport,KFC_v2,static,0.037209302325581395,0.7886178861788617
transport,KFC_v2,static,0.03953488372093023,0.7886178861788617
transport,KFC_v2,static,0.04186046511627907,0.7886178861788617
transport,KFC_v2,static,0.044186046511627906,0.7886178861788617
transport,KFC_v2,static,0.046511627906976744,0.7886178861788617
transport,KFC_v2,static,0.04883720930232558,0.7886178861788617
transport,KFC_v2,static,0.05116279069767442,0.7886178861788617
transport,KFC_v2,static,0.053488372093023255,0.7886178861788617
transport,KFC_v2,static,0.05581395348837209,0.7886178861788617
transport,KFC_v2,static,0.05813953488372093,0.7506775067750677
transport,KFC_v2,static,0.06046511627906977,0.7154471544715447
transport,KFC_v2,static,0.06279069767441861,0.7154471544715447
transport,KFC_v2,static,0.06511627906976744,0.7154471544715447
transport,KFC_v2,static,0.06744186046511627,0.5934959349593496
transport,KFC_v2,static,0.06976744186046512,0.5609756097560976
transport,KFC_v2,static,0.07209302325581396,0.5609756097560976
transport,KFC_v2,static,0.07441860465116279,0.5609756097560976
transport,KFC_v2,static,0.07674418604651162,0.5230352303523035
transport,KFC_v2,static,0.07906976744186046,0.5230352303523035
transport,KFC_v2,static,0.08139534883720931,0.5230352303523035
transport,KFC_v2,static,0.08372093023255814,0.5230352303523035
transport,KFC_v2,static,0.08604651162790697,0.5230352303523035
transport,KFC_v2,static,0.08837209302325581,0.5230352303523035
transport,KFC_v2,static,0.09069767441860466,0.3821138211382114
transport,KFC_v2,static,0.09302325581395349,0.3333333333333333
transport,KFC_v2,static,0.09534883720930232,0.2899728997289973
transport,KFC_v2,static,0.09767441860465116,0.2899728997289973
transport,KFC_v2,static,0.1,0.21951219512195122
transport,KFC_v2,static,0.10232558139534884,0.1978319783197832
transport,KFC_v2,static,0.10465116279069767,0.14092140921409213
transport,KFC_v2,static,0.10697674418604651,0.14092140921409213
transport,KFC_v2,static,0.10930232558139535,0.14092140921409213
transport,KFC_v2,static,0.11162790697674418,0.0975609756097561
transport,KFC_v2,static,0.11395348837209301,0.0975609756097561
transport,KFC_v2,static,0.11627906976744186,0.0975609756097561
transport,KFC_v2,static,0.1186046511627907,0.0975609756097561
transport,KFC_v2,static,0.12093023255813953,0.0975609756097561
transport,KFC_v2,static,0.12325581395348836,0.0975609756097561
transport,KFC_v2,static,0.12558139534883722,0.0975609756097561
transport,KFC_v2,static,0.12790697674418605,0.0975609756097561
transport,KFC_v2,static,0.13023255813953488,0.0975609756097561
transport,KFC_v2,static,0.1325581395348837,0.0975609756097561
transport,KFC_v2,static,0.13488372093023254,0.0975609756097561
transport,KFC_v2,static,0.1372093023255814,0.0975609756097561
transport,KFC_v2,static,0.13953488372093023,0.0975609756097561
transport,KFC_v2,static,0.14186046511627906,0.0975609756097561
transport,KFC_v2,static,0.14418604651162792,0.0975609756097561
transport,KFC_v2,static,0.14651162790697675,0.0975609756097561
transport,KFC_v2,static,0.14883720930232558,0.0975609756097561
transport,KFC_v2,static,0.1511627906976744,0.0975609756097561
transport,KFC_v2,static,0.15348837209302324,0.0975609756097561
transport,KFC_v2,static,0.1558139534883721,0.0975609756097561
transport,KFC_v2,static,0.15813953488372093,0.0975609756097561
transport,KFC_v2,static,0.16046511627906976,0.0975609756097561
transport,KFC_v2,static,0.16279069767441862,0.0975609756097561
transport,KFC_v2,static,0.16511627906976745,0.0975609756097561
transport,KFC_v2,static,0.16744186046511628,0.0975609756097561
transport,KFC_v2,static,0.1697674418604651,0.0975609756097561
transport,KFC_v2,static,0.17209302325581394,0.0975609756097561
transport,KFC_v2,static,0.1744186046511628,0.0975609756097561
transport,KFC_v2,static,0.17674418604651163,0.0975609756097561
transport,KFC_v2,static,0.17906976744186046,0.0975609756097561
transport,KFC_v2,static,0.1813953488372093,0.0975609756097561
transport,KFC_v2,static,0.18372093023255814,0.0975609756097561
transport,KFC_v2,static,0.18604651162790697,0.0975609756097561
transport,KFC_v2,static,0.1883720930232558,0.0975609756097561
transport,KFC_v2,static,0.19069767441860463,0.0975609756097561
transport,KFC_v2,static,0.1930232558139535,0.0975609756097561
transport,KFC_v2,static,0.19534883720930232,0.0975609756097561
transport,KFC_v2,static,0.19767441860465115,0.0975609756097561
transport,KFC_v2,static,0.2,0.0975609756097561
transport,KFC_v2,static,0.20232558139534884,0.0975609756097561
transport,KFC_v2,static,0.20465116279069767,0.0975609756097561
transport,KFC_v2,static,0.2069767441860465,0.0975609756097561
transport,KFC_v2,static,0.20930232558139533,0.0975609756097561
transport,KFC_v2,static,0.2116279069767442,0.0975609756097561
transport,KFC_v2,static,0.21395348837209302,0.0975609756097561
transport,KFC_v2,static,0.21627906976744185,0.0975609756097561
transport,KFC_v2,static,0.2186046511627907,0.0975609756097561
transport,KFC_v2,static,0.22093023255813954,0.0948509485094851
transport,KFC_v2,static,0.22325581395348837,0.0948509485094851
transport,KFC_v2,static,0.2255813953488372,0.0948509485094851
transport,KFC_v2,static,0.22790697674418603,0.0948509485094851
transport,KFC_v2,static,0.2302325581395349,0.0948509485094851
transport,KFC_v2,static,0.23255813953488372,0.0948509485094851
transport,KFC_v2,static,0.23488372093023255,0.0948509485094851
transport,KFC_v2,static,0.2372093023255814,0.0948509485094851
transport,KFC_v2,static,0.23953488372093024,0.0948509485094851
transport,KFC_v2,static,0.24186046511627907,0.0948509485094851
transport,KFC_v2,static,0.2441860465116279,0.0948509485094851
transport,KFC_v2,static,0.24651162790697673,0.0948509485094851
transport,KFC_v2,static,0.24883720930232558,0.0948509485094851
transport,KFC_v2,static,0.25116279069767444,0.0948509485094851
transport,KFC_v2,static,0.2534883720930233,0.0948509485094851
transport,KFC_v2,static,0.2558139534883721,0.0948509485094851
transport,KFC_v2,static,0.25813953488372093,0.08130081300813008
transport,KFC_v2,static,0.26046511627906976,0.07859078590785908
transport,KFC_v2,static,0.2627906976744186,0.07859078590785908
transport,KFC_v2,static,0.2651162790697674,0.07588075880758807
transport,KFC_v2,static,0.26744186046511625,0.07588075880758807
transport,KFC_v2,static,0.2697674418604651,0.07046070460704607
transport,KFC_v2,static,0.27209302325581397,0.07046070460704607
transport,KFC_v2,static,0.2744186046511628,0.07046070460704607
transport,KFC_v2,static,0.27674418604651163,0.07046070460704607
transport,KFC_v2,static,0.27906976744186046,0.07046070460704607
transport,KFC_v2,static,0.2813953488372093,0.07046070460704607
transport,KFC_v2,static,0.2837209302325581,0.07046070460704607
transport,KFC_v2,static,0.28604651162790695,0.07046070460704607
transport,KFC_v2,static,0.28837209302325584,0.07046070460704607
transport,KFC_v2,static,0.29069767441860467,0.07046070460704607
transport,KFC_v2,static,0.2930232558139535,0.07046070460704607
transport,KFC_v2,static,0.29534883720930233,0.07046070460704607
transport,KFC_v2,static,0.29767441860465116,0.07046070460704607
transport,KFC_v2,static,0.3,0.07046070460704607
transport,KFC_v2,static,0.3023255813953488,0.07046070460704607
transport,KFC_v2,static,0.30465116279069765,0.07046070460704607
transport,KFC_v2,static,0.3069767441860465,0.07046070460704607
